YEAR,MO,DY,T2M,T2M_RANGE,RH2M,PRECTOTCORR
2016,1,1,22.87,12.27,65.89,0.0
2016,1,2,22.28,12.22,63.61,0.0
2016,1,3,22.32,12.37,62.11,0.0
2016,1,4,22.88,12.24,65.06,0.0
2016,1,5,22.77,11.41,63.0,0.0
2016,1,6,22.89,11.85,59.46,0.0
2016,1,7,23.73,12.2,68.35,0.0
2016,1,8,22.52,11.29,65.0,0.0
2016,1,9,22.59,10.88,59.65,0.0
2016,1,10,23.32,10.05,59.99,0.0
2016,1,11,23.25,9.85,59.01,0.0
2016,1,12,23.14,10.05,60.55,0.0
2016,1,13,23.55,10.0,63.65,0.0
2016,1,14,23.57,9.36,74.61,0.0
2016,1,15,23.66,9.1,73.37,0.0
2016,1,16,23.65,8.09,73.73,0.02
2016,1,17,23.4,8.66,72.12,0.01
2016,1,18,24.33,9.53,68.79,0.07
2016,1,19,24.96,7.51,71.72,0.09
2016,1,20,24.39,6.96,72.73,0.01
2016,1,21,25.28,9.03,72.17,0.0
2016,1,22,26.33,9.62,66.39,0.0
2016,1,23,25.81,7.5,67.68,0.0
2016,1,24,26.01,8.74,71.2,0.0
2016,1,25,25.6,10.42,68.97,0.0
2016,1,26,24.69,10.09,64.82,0.0
2016,1,27,24.73,10.49,70.03,0.0
2016,1,28,25.14,11.09,69.24,0.0
2016,1,29,24.89,11.01,63.93,0.0
2016,1,30,25.61,12.23,57.23,0.0
2016,1,31,25.67,12.53,55.18,0.0
2016,2,1,25.38,12.66,54.05,0.0
2016,2,2,25.63,13.22,53.49,0.0
2016,2,3,25.36,13.47,55.99,0.0
2016,2,4,25.18,11.47,59.34,0.0
2016,2,5,24.96,10.33,66.41,0.0
2016,2,6,24.9,9.56,73.13,0.0
2016,2,7,25.29,8.73,73.42,0.0
2016,2,8,26.36,10.81,68.58,0.0
2016,2,9,25.78,7.88,73.58,0.0
2016,2,10,25.73,8.08,74.41,0.0
2016,2,11,25.29,7.77,76.39,0.0
2016,2,12,25.25,8.6,74.92,0.0
2016,2,13,25.0,8.86,70.64,0.0
2016,2,14,25.48,10.77,67.39,0.0
2016,2,15,25.68,11.33,63.73,0.0
2016,2,16,26.03,10.7,65.3,0.0
2016,2,17,27.17,11.73,55.82,0.0
2016,2,18,27.25,10.0,62.83,0.0
2016,2,19,27.4,11.25,61.05,0.0
2016,2,20,27.78,11.64,64.04,0.0
2016,2,21,27.16,9.16,70.52,0.0
2016,2,22,28.39,12.13,60.18,0.0
2016,2,23,27.53,9.92,71.41,0.0
2016,2,24,26.98,8.15,72.81,0.0
2016,2,25,26.95,9.81,66.61,0.0
2016,2,26,27.75,11.49,63.01,0.0
2016,2,27,26.7,9.82,67.84,0.0
2016,2,28,27.48,11.33,63.88,0.0
2016,2,29,28.01,10.46,61.73,0.0
2016,3,1,27.2,9.22,63.84,0.0
2016,3,2,27.07,8.15,66.82,0.0
2016,3,3,28.51,11.82,55.6,0.0
2016,3,4,27.9,10.21,64.7,0.0
2016,3,5,27.93,10.3,63.94,0.0
2016,3,6,27.75,10.22,67.28,0.0
2016,3,7,28.22,10.6,61.5,0.0
2016,3,8,27.8,10.05,65.38,0.0
2016,3,9,27.42,7.85,65.34,0.0
2016,3,10,28.11,9.83,64.72,0.0
2016,3,11,28.05,8.68,68.44,0.0
2016,3,12,28.08,9.51,67.68,0.01
2016,3,13,27.64,11.31,62.6,0.0
2016,3,14,28.15,12.57,52.96,0.0
2016,3,15,26.91,10.96,59.15,0.0
2016,3,16,26.89,11.01,63.29,0.0
2016,3,17,27.66,10.58,64.37,0.0
2016,3,18,28.82,11.83,61.83,0.0
2016,3,19,28.31,10.3,68.2,0.0
2016,3,20,28.97,11.7,66.11,0.0
2016,3,21,29.3,12.16,65.79,0.0
2016,3,22,28.54,10.16,65.25,0.0
2016,3,23,28.99,10.78,59.19,0.0
2016,3,24,29.0,10.68,60.97,0.0
2016,3,25,29.09,11.26,59.11,0.0
2016,3,26,29.24,11.84,59.84,0.0
2016,3,27,28.75,10.64,64.68,0.01
2016,3,28,29.06,10.68,65.08,0.05
2016,3,29,28.92,9.96,65.57,0.1
2016,3,30,29.02,10.16,64.29,0.1
2016,3,31,28.86,9.67,63.0,0.28
2016,4,1,29.19,10.09,62.16,0.05
2016,4,2,29.34,10.26,64.03,0.01
2016,4,3,29.15,10.25,63.6,0.03
2016,4,4,29.51,11.84,63.25,0.06
2016,4,5,28.82,9.32,67.24,0.37
2016,4,6,28.87,9.45,67.64,0.36
2016,4,7,29.75,11.21,63.36,0.11
2016,4,8,29.55,9.85,64.92,0.06
2016,4,9,28.83,8.45,64.61,0.7
2016,4,10,28.46,8.15,65.98,0.15
2016,4,11,29.39,9.98,65.68,0.01
2016,4,12,29.33,9.48,67.15,0.04
2016,4,13,28.33,8.47,68.85,0.0
2016,4,14,29.88,12.79,62.51,0.0
2016,4,15,29.83,10.42,64.23,0.1
2016,4,16,29.14,9.79,67.01,0.56
2016,4,17,29.31,10.26,61.69,0.01
2016,4,18,29.72,11.01,64.43,0.03
2016,4,19,29.84,10.18,65.59,0.02
2016,4,20,29.7,10.04,65.13,0.22
2016,4,21,29.09,9.31,68.32,0.06
2016,4,22,28.98,9.17,67.37,0.0
2016,4,23,29.03,10.98,61.59,0.0
2016,4,24,29.09,11.99,63.15,0.0
2016,4,25,29.44,12.46,60.35,0.0
2016,4,26,30.12,12.16,59.11,0.02
2016,4,27,29.79,10.22,63.77,0.06
2016,4,28,29.09,8.3,67.38,0.09
2016,4,29,29.14,9.08,67.35,0.04
2016,4,30,29.57,11.07,62.32,0.01
2016,5,1,29.56,10.21,62.87,0.05
2016,5,2,29.92,10.02,64.61,0.14
2016,5,3,29.36,8.94,68.6,3.57
2016,5,4,29.45,9.55,64.75,0.36
2016,5,5,29.84,9.88,62.76,0.13
2016,5,6,29.63,10.33,62.43,0.25
2016,5,7,29.95,11.65,59.21,0.01
2016,5,8,29.57,11.25,58.88,0.01
2016,5,9,30.49,12.99,56.58,0.05
2016,5,10,30.31,10.88,59.37,0.38
2016,5,11,29.53,9.07,63.45,1.78
2016,5,12,28.53,8.34,69.98,8.4
2016,5,13,28.6,8.64,73.03,3.4
2016,5,14,29.45,8.63,73.07,6.29
2016,5,15,28.5,6.89,79.19,3.77
2016,5,16,28.69,6.83,77.98,7.1
2016,5,17,27.42,3.94,82.92,9.15
2016,5,18,27.32,3.52,81.83,1.14
2016,5,19,27.8,4.94,79.12,2.42
2016,5,20,27.11,3.4,82.4,4.66
2016,5,21,27.97,5.91,76.83,0.26
2016,5,22,28.2,6.5,77.26,0.12
2016,5,23,28.31,6.22,77.44,0.13
2016,5,24,28.36,7.39,75.02,0.22
2016,5,25,28.15,6.93,76.28,0.5
2016,5,26,27.15,5.56,80.66,3.32
2016,5,27,27.49,6.43,78.5,3.8
2016,5,28,27.93,6.37,78.11,8.42
2016,5,29,26.63,4.56,82.04,9.96
2016,5,30,26.71,5.15,82.4,24.99
2016,5,31,27.34,6.58,78.84,8.94
2016,6,1,27.04,5.75,82.3,12.59
2016,6,2,25.21,2.07,87.57,9.52
2016,6,3,26.99,6.45,80.88,21.07
2016,6,4,25.81,3.13,90.58,17.86
2016,6,5,26.44,6.06,82.14,9.34
2016,6,6,25.94,3.64,86.65,2.96
2016,6,7,26.29,3.92,86.3,14.04
2016,6,8,25.32,5.13,84.0,21.01
2016,6,9,24.81,4.16,89.06,43.28
2016,6,10,25.56,4.57,85.49,18.03
2016,6,11,25.72,5.35,82.04,10.06
2016,6,12,25.4,5.31,84.47,25.19
2016,6,13,25.42,4.96,80.59,41.02
2016,6,14,25.85,4.54,83.25,19.65
2016,6,15,25.94,4.41,83.04,16.9
2016,6,16,25.94,3.66,87.28,29.73
2016,6,17,25.94,3.71,86.89,42.23
2016,6,18,25.34,4.6,89.35,49.33
2016,6,19,25.25,4.69,82.33,23.51
2016,6,20,24.48,4.17,86.54,55.44
2016,6,21,23.61,3.16,90.22,44.78
2016,6,22,24.23,3.43,88.81,51.62
2016,6,23,24.09,2.45,88.77,49.01
2016,6,24,24.35,3.56,88.76,36.83
2016,6,25,24.43,3.27,88.53,21.85
2016,6,26,25.12,3.25,90.23,36.97
2016,6,27,24.97,2.39,92.62,104.88
2016,6,28,24.92,2.86,92.1,105.55
2016,6,29,24.81,1.96,92.37,95.26
2016,6,30,25.24,2.45,90.69,30.09
2016,7,1,25.23,3.15,89.95,68.71
2016,7,2,25.25,3.23,89.57,44.66
2016,7,3,24.95,2.52,90.56,51.65
2016,7,4,25.08,2.79,90.96,54.25
2016,7,5,25.23,3.19,90.26,27.69
2016,7,6,24.9,2.2,92.25,44.14
2016,7,7,24.98,2.5,91.14,10.84
2016,7,8,25.07,2.76,90.45,12.48
2016,7,9,25.0,2.03,91.08,24.1
2016,7,10,25.11,2.7,90.15,37.45
2016,7,11,24.89,2.22,90.69,21.14
2016,7,12,24.82,2.83,90.08,19.65
2016,7,13,24.83,3.35,89.8,20.18
2016,7,14,24.8,3.9,89.29,9.28
2016,7,15,24.96,4.29,89.6,24.23
2016,7,16,24.31,2.82,91.36,16.74
2016,7,17,23.79,3.13,91.86,21.35
2016,7,18,23.68,3.65,91.65,18.18
2016,7,19,23.93,3.08,91.09,14.32
2016,7,20,24.18,3.67,91.1,48.66
2016,7,21,24.02,2.36,91.44,55.79
2016,7,22,23.89,2.45,91.58,39.57
2016,7,23,23.84,2.17,93.71,45.39
2016,7,24,23.87,2.7,92.43,19.44
2016,7,25,24.02,3.91,89.82,5.31
2016,7,26,24.01,4.34,89.68,8.82
2016,7,27,23.38,2.53,92.89,8.75
2016,7,28,23.81,3.23,91.56,15.65
2016,7,29,23.18,2.65,91.39,19.94
2016,7,30,23.27,2.96,92.43,23.52
2016,7,31,23.58,3.2,91.81,14.05
2016,8,1,24.16,3.49,90.28,10.74
2016,8,2,24.35,2.91,90.14,11.94
2016,8,3,24.4,3.18,90.14,13.94
2016,8,4,24.27,3.21,91.05,46.22
2016,8,5,24.35,2.74,91.04,35.42
2016,8,6,24.43,3.23,90.49,28.45
2016,8,7,24.39,3.36,90.92,21.66
2016,8,8,24.42,3.08,90.53,24.67
2016,8,9,24.42,3.63,89.34,9.74
2016,8,10,24.24,3.28,90.02,11.68
2016,8,11,24.59,3.46,90.39,20.5
2016,8,12,24.67,3.32,90.98,16.36
2016,8,13,24.6,3.61,89.87,15.7
2016,8,14,24.35,3.53,89.51,15.37
2016,8,15,24.34,3.52,89.48,22.07
2016,8,16,24.46,3.63,89.83,22.18
2016,8,17,24.53,3.62,90.21,18.65
2016,8,18,24.26,3.68,90.64,20.43
2016,8,19,24.22,4.33,90.46,14.17
2016,8,20,24.37,4.82,89.21,4.5
2016,8,21,24.74,5.11,89.86,12.5
2016,8,22,24.78,4.32,88.94,18.96
2016,8,23,24.62,3.59,90.42,32.9
2016,8,24,24.58,2.88,91.22,16.66
2016,8,25,24.41,3.69,91.79,15.4
2016,8,26,24.34,4.02,90.4,10.92
2016,8,27,24.45,3.75,89.81,12.75
2016,8,28,24.32,3.45,89.99,19.85
2016,8,29,24.49,3.85,91.1,12.36
2016,8,30,24.3,2.68,92.22,21.8
2016,8,31,23.47,4.37,91.32,22.99
2016,9,1,23.71,4.62,90.52,11.95
2016,9,2,23.67,3.23,91.11,14.04
2016,9,3,23.73,3.85,90.13,13.32
2016,9,4,24.02,4.11,88.72,5.9
2016,9,5,24.0,4.26,88.77,4.15
2016,9,6,23.88,4.73,87.31,5.85
2016,9,7,23.67,4.94,86.66,3.76
2016,9,8,23.54,4.83,88.0,2.69
2016,9,9,24.15,5.58,87.13,0.42
2016,9,10,24.14,5.37,87.98,0.36
2016,9,11,23.71,4.46,89.96,2.21
2016,9,12,24.26,5.59,87.57,2.65
2016,9,13,24.61,4.86,88.77,10.2
2016,9,14,24.51,4.22,89.42,11.09
2016,9,15,24.49,3.77,90.28,13.08
2016,9,16,24.5,4.28,88.72,11.93
2016,9,17,24.27,3.7,87.72,9.02
2016,9,18,24.25,3.98,88.3,10.2
2016,9,19,24.13,4.26,89.13,4.39
2016,9,20,24.21,4.39,88.38,8.03
2016,9,21,23.94,3.61,89.69,21.79
2016,9,22,23.74,3.64,89.01,8.25
2016,9,23,24.1,3.73,90.09,21.19
2016,9,24,24.1,3.56,91.05,21.74
2016,9,25,23.69,4.41,89.31,14.43
2016,9,26,24.05,4.67,91.31,18.33
2016,9,27,24.25,3.77,91.93,9.4
2016,9,28,24.21,3.33,93.65,13.37
2016,9,29,24.29,5.52,90.62,3.29
2016,9,30,23.93,5.0,88.88,1.99
2016,10,1,23.7,4.79,87.91,1.46
2016,10,2,24.25,5.63,86.2,0.24
2016,10,3,24.48,5.94,85.25,0.13
2016,10,4,24.13,5.1,85.58,1.02
2016,10,5,23.7,5.51,86.66,0.68
2016,10,6,23.37,5.54,85.29,0.32
2016,10,7,24.09,5.93,85.06,2.6
2016,10,8,24.07,5.23,87.61,3.46
2016,10,9,23.8,3.89,89.33,12.05
2016,10,10,24.24,3.99,88.12,13.3
2016,10,11,24.56,3.52,92.32,27.12
2016,10,12,24.94,4.65,88.67,10.28
2016,10,13,25.17,4.71,90.22,4.18
2016,10,14,25.14,7.47,85.26,2.76
2016,10,15,24.15,9.07,77.82,0.03
2016,10,16,23.93,9.46,79.24,0.0
2016,10,17,23.9,9.74,80.05,0.0
2016,10,18,24.1,8.04,80.26,0.0
2016,10,19,24.38,7.66,81.02,0.0
2016,10,20,24.11,7.93,81.22,0.0
2016,10,21,24.28,8.38,80.42,0.0
2016,10,22,24.18,7.46,80.1,0.0
2016,10,23,23.94,6.8,77.98,0.0
2016,10,24,24.25,5.92,82.23,0.0
2016,10,25,24.36,6.82,83.05,0.0
2016,10,26,24.47,9.7,78.61,0.0
2016,10,27,24.24,10.35,77.19,0.0
2016,10,28,24.93,8.2,72.65,0.0
2016,10,29,24.19,7.79,73.89,0.0
2016,10,30,25.18,9.01,79.66,0.08
2016,10,31,25.91,7.42,80.01,0.69
2016,11,1,25.91,6.75,82.72,2.63
2016,11,2,25.6,6.71,80.46,0.14
2016,11,3,25.82,7.6,82.43,0.15
2016,11,4,25.26,7.96,80.97,0.04
2016,11,5,23.3,8.83,76.51,0.0
2016,11,6,22.8,8.37,71.22,0.0
2016,11,7,23.15,9.68,76.16,0.0
2016,11,8,23.5,10.62,66.26,0.0
2016,11,9,23.43,11.52,68.15,0.0
2016,11,10,23.31,9.18,71.15,0.0
2016,11,11,23.33,8.56,72.41,0.0
2016,11,12,24.11,8.5,72.54,0.0
2016,11,13,24.55,8.06,78.56,0.21
2016,11,14,25.47,8.1,81.9,1.31
2016,11,15,25.67,7.09,81.13,1.35
2016,11,16,25.68,8.06,77.52,0.17
2016,11,17,25.87,9.32,75.49,0.0
2016,11,18,25.27,10.1,72.06,0.0
2016,11,19,25.18,10.16,72.35,0.0
2016,11,20,23.87,6.98,75.43,0.0
2016,11,21,24.44,9.95,69.3,0.0
2016,11,22,23.97,10.16,74.14,0.0
2016,11,23,23.34,11.06,67.21,0.0
2016,11,24,23.25,11.81,66.95,0.0
2016,11,25,23.63,11.6,63.66,0.0
2016,11,26,23.81,10.34,66.77,0.0
2016,11,27,23.1,12.78,62.03,0.0
2016,11,28,23.82,13.18,65.01,0.0
2016,11,29,23.19,10.95,69.62,0.0
2016,11,30,23.34,11.19,62.61,0.0
2016,12,1,23.48,11.44,65.91,0.0
2016,12,2,24.75,11.14,76.32,0.92
2016,12,3,25.47,8.92,79.06,0.75
2016,12,4,24.69,6.41,81.26,0.08
2016,12,5,25.02,7.69,78.72,0.41
2016,12,6,24.39,10.55,70.44,0.01
2016,12,7,23.6,10.23,68.23,0.0
2016,12,8,23.99,9.49,72.42,0.0
2016,12,9,22.64,11.05,69.67,0.0
2016,12,10,21.35,12.29,67.84,0.0
2016,12,11,21.45,12.68,63.26,0.0
2016,12,12,22.88,11.88,64.83,1.16
2016,12,13,23.19,8.84,80.87,4.92
2016,12,14,24.15,6.25,83.84,2.58
2016,12,15,24.7,9.0,75.91,0.11
2016,12,16,24.98,9.61,71.38,0.02
2016,12,17,24.85,8.78,76.41,0.0
2016,12,18,24.25,10.73,68.01,0.0
2016,12,19,23.18,11.7,65.02,0.0
2016,12,20,22.92,13.17,62.04,0.0
2016,12,21,23.22,12.2,66.79,0.0
2016,12,22,23.19,13.47,58.3,0.0
2016,12,23,22.64,13.27,54.88,0.0
2016,12,24,23.01,13.86,55.99,0.0
2016,12,25,23.02,11.2,69.66,0.0
2016,12,26,22.88,12.13,60.9,0.0
2016,12,27,23.23,13.97,54.4,0.0
2016,12,28,23.77,13.49,54.66,0.0
2016,12,29,23.26,13.15,57.48,0.0
2016,12,30,23.27,12.74,60.39,0.0
2016,12,31,23.47,11.79,59.84,0.0
2015,1,1,22.87,5.97,80.82,0.57
2015,1,2,22.85,5.41,77.72,0.05
2015,1,3,22.56,7.72,77.29,0.0
2015,1,4,23.22,9.18,76.83,0.0
2015,1,5,23.94,8.41,76.79,0.03
2015,1,6,24.35,8.8,72.51,0.0
2015,1,7,23.49,8.76,77.68,0.0
2015,1,8,23.44,8.6,73.62,0.0
2015,1,9,23.27,10.72,71.64,0.0
2015,1,10,21.26,13.72,62.53,0.0
2015,1,11,20.28,13.42,59.47,0.0
2015,1,12,20.36,13.08,59.38,0.0
2015,1,13,21.1,13.02,56.11,0.0
2015,1,14,21.87,12.02,58.83,0.0
2015,1,15,22.46,10.91,58.96,0.0
2015,1,16,23.02,11.0,60.31,0.0
2015,1,17,23.87,10.52,66.5,0.0
2015,1,18,24.3,9.6,67.61,0.0
2015,1,19,24.43,9.28,66.18,0.0
2015,1,20,23.94,8.43,71.01,0.0
2015,1,21,24.05,9.38,64.91,0.0
2015,1,22,23.41,9.41,64.94,0.0
2015,1,23,24.09,10.49,62.4,0.0
2015,1,24,23.52,7.92,68.37,0.0
2015,1,25,24.5,10.26,64.82,0.0
2015,1,26,23.11,11.23,57.48,0.0
2015,1,27,23.96,11.2,65.81,0.0
2015,1,28,24.44,10.45,72.99,0.0
2015,1,29,24.96,9.41,67.49,0.0
2015,1,30,25.4,10.33,63.69,0.0
2015,1,31,24.57,11.2,59.33,0.0
2015,2,1,24.9,11.16,61.24,0.0
2015,2,2,24.38,11.21,58.7,0.0
2015,2,3,23.62,11.36,54.56,0.0
2015,2,4,22.78,9.62,52.63,0.0
2015,2,5,23.54,11.48,52.21,0.0
2015,2,6,23.88,10.21,65.92,0.0
2015,2,7,24.65,9.6,66.85,0.0
2015,2,8,24.59,9.64,62.9,0.0
2015,2,9,24.28,9.39,61.91,0.0
2015,2,10,24.41,12.47,56.33,0.0
2015,2,11,24.2,13.28,50.7,0.0
2015,2,12,24.4,13.77,61.22,0.0
2015,2,13,24.5,14.57,58.44,0.0
2015,2,14,25.46,12.6,58.28,0.0
2015,2,15,24.97,12.27,61.82,0.0
2015,2,16,25.77,11.85,64.59,0.0
2015,2,17,25.39,11.35,67.43,0.0
2015,2,18,25.61,12.02,66.15,0.0
2015,2,19,25.45,9.41,70.08,0.0
2015,2,20,25.79,11.05,63.48,0.0
2015,2,21,25.49,13.21,52.11,0.0
2015,2,22,25.31,13.16,48.84,0.0
2015,2,23,25.77,13.42,52.83,0.0
2015,2,24,25.51,13.0,59.42,0.0
2015,2,25,25.38,10.96,64.84,0.02
2015,2,26,25.56,11.57,68.09,0.03
2015,2,27,26.2,10.26,64.76,0.08
2015,2,28,26.07,9.36,65.75,0.37
2015,3,1,25.81,8.9,72.95,6.31
2015,3,2,24.86,8.19,75.8,2.27
2015,3,3,24.73,9.71,71.39,0.09
2015,3,4,24.33,9.65,71.11,0.01
2015,3,5,25.53,12.25,68.45,0.0
2015,3,6,26.54,10.19,70.08,0.27
2015,3,7,26.96,10.36,67.27,0.22
2015,3,8,26.51,7.69,69.48,2.64
2015,3,9,26.55,8.11,69.79,0.45
2015,3,10,27.11,11.08,62.84,0.16
2015,3,11,27.13,12.63,49.53,0.03
2015,3,12,27.45,12.56,57.5,0.0
2015,3,13,27.2,10.55,66.48,0.0
2015,3,14,27.41,10.27,64.83,0.0
2015,3,15,27.43,8.63,68.74,0.36
2015,3,16,27.46,8.31,70.82,0.04
2015,3,17,27.91,9.47,67.54,0.0
2015,3,18,27.96,9.31,66.2,0.0
2015,3,19,27.45,8.51,66.18,0.0
2015,3,20,28.08,11.29,63.23,0.0
2015,3,21,28.37,12.49,58.0,0.0
2015,3,22,27.71,11.44,66.01,0.0
2015,3,23,27.84,11.67,66.28,0.0
2015,3,24,28.84,11.39,64.33,0.01
2015,3,25,28.31,9.77,67.6,0.03
2015,3,26,27.86,9.01,66.97,0.02
2015,3,27,27.67,9.94,65.69,0.5
2015,3,28,27.48,9.53,66.97,0.45
2015,3,29,27.91,9.71,66.39,7.04
2015,3,30,26.58,5.18,78.16,4.16
2015,3,31,26.7,5.74,78.44,2.29
2015,4,1,27.37,7.61,74.81,7.57
2015,4,2,27.62,8.15,72.2,1.59
2015,4,3,27.44,9.74,68.28,0.12
2015,4,4,27.72,11.13,64.06,0.03
2015,4,5,28.61,12.84,59.8,0.01
2015,4,6,28.26,10.45,67.59,0.59
2015,4,7,27.63,8.43,68.7,0.75
2015,4,8,27.81,8.71,67.43,0.96
2015,4,9,27.11,5.76,72.05,0.53
2015,4,10,27.05,6.06,72.76,1.28
2015,4,11,25.98,4.56,71.59,1.31
2015,4,12,27.2,7.97,70.59,4.72
2015,4,13,26.36,7.67,73.54,4.64
2015,4,14,26.49,9.05,68.76,0.45
2015,4,15,27.31,11.16,61.78,0.02
2015,4,16,28.29,12.09,61.23,0.0
2015,4,17,28.06,9.89,64.59,0.03
2015,4,18,28.41,9.79,66.0,0.03
2015,4,19,28.78,9.55,67.47,0.09
2015,4,20,28.3,7.81,69.53,0.04
2015,4,21,27.79,6.76,75.26,5.94
2015,4,22,27.15,5.51,80.91,6.24
2015,4,23,26.07,3.49,86.56,12.35
2015,4,24,27.34,6.89,78.47,3.69
2015,4,25,25.79,3.62,82.21,1.53
2015,4,26,27.72,9.03,69.38,1.25
2015,4,27,28.03,9.64,69.76,0.85
2015,4,28,28.28,9.91,69.73,0.54
2015,4,29,28.3,9.67,69.77,0.84
2015,4,30,27.39,8.19,72.95,0.84
2015,5,1,27.9,9.53,70.78,0.9
2015,5,2,27.11,7.35,75.72,2.16
2015,5,3,27.67,8.71,70.66,1.37
2015,5,4,27.71,7.86,72.93,3.96
2015,5,5,27.86,7.61,74.5,14.26
2015,5,6,27.89,7.52,75.47,1.19
2015,5,7,26.94,4.38,82.28,2.09
2015,5,8,27.11,5.22,81.5,1.15
2015,5,9,27.26,5.47,81.11,0.51
2015,5,10,26.77,3.72,82.74,1.57
2015,5,11,26.42,3.74,86.0,14.8
2015,5,12,26.65,4.95,83.02,17.66
2015,5,13,26.39,5.68,81.05,21.41
2015,5,14,27.96,8.17,75.66,8.66
2015,5,15,27.44,5.14,78.61,18.32
2015,5,16,26.53,4.4,85.16,13.27
2015,5,17,27.04,5.89,83.73,4.86
2015,5,18,25.97,3.14,85.41,8.65
2015,5,19,26.71,4.91,83.32,0.98
2015,5,20,27.27,5.76,79.99,0.2
2015,5,21,27.35,4.97,80.97,0.07
2015,5,22,26.99,6.53,74.41,0.12
2015,5,23,26.2,5.14,83.53,0.06
2015,5,24,27.14,5.63,82.2,0.28
2015,5,25,27.48,5.59,81.94,0.03
2015,5,26,27.5,5.68,80.13,0.48
2015,5,27,26.98,4.76,82.23,2.67
2015,5,28,26.82,4.26,83.45,2.29
2015,5,29,26.47,4.94,83.41,19.98
2015,5,30,27.11,7.07,77.37,8.37
2015,5,31,26.77,5.33,84.12,14.59
2015,6,1,25.96,3.47,86.03,5.21
2015,6,2,25.32,3.43,86.82,2.22
2015,6,3,26.24,4.97,84.82,1.98
2015,6,4,26.28,4.55,87.94,36.1
2015,6,5,25.78,4.14,85.57,4.62
2015,6,6,26.72,6.21,82.14,5.54
2015,6,7,25.84,5.16,85.7,15.83
2015,6,8,24.96,3.15,88.94,39.69
2015,6,9,24.93,4.22,87.09,34.76
2015,6,10,25.52,5.23,83.86,27.62
2015,6,11,25.14,3.96,89.07,40.31
2015,6,12,24.14,2.42,89.74,28.42
2015,6,13,24.77,4.36,84.37,29.21
2015,6,14,24.57,3.74,84.74,25.65
2015,6,15,24.58,3.81,85.26,17.34
2015,6,16,24.43,4.04,85.1,40.69
2015,6,17,24.12,3.15,86.91,36.78
2015,6,18,24.85,2.84,88.95,36.78
2015,6,19,25.79,1.87,90.9,45.53
2015,6,20,25.54,2.3,89.66,36.68
2015,6,21,25.59,1.79,90.44,39.39
2015,6,22,25.71,2.01,91.14,39.9
2015,6,23,26.08,2.9,89.63,24.46
2015,6,24,25.88,2.56,90.01,26.19
2015,6,25,26.03,2.55,90.1,52.65
2015,6,26,25.96,2.6,90.46,27.54
2015,6,27,25.65,2.57,90.02,5.94
2015,6,28,25.31,2.42,90.51,6.0
2015,6,29,25.69,3.76,87.84,8.08
2015,6,30,25.2,2.97,89.76,19.75
2015,7,1,25.22,3.94,88.25,15.61
2015,7,2,25.26,3.56,88.86,14.64
2015,7,3,25.27,3.79,89.25,20.01
2015,7,4,25.46,4.21,87.8,10.86
2015,7,5,25.48,4.69,86.3,14.74
2015,7,6,25.29,4.19,84.85,12.66
2015,7,7,25.47,4.5,84.69,18.09
2015,7,8,25.53,3.78,87.22,34.88
2015,7,9,25.47,2.99,90.76,96.32
2015,7,10,25.37,2.55,91.13,43.88
2015,7,11,25.25,2.68,90.58,39.11
2015,7,12,25.16,3.52,90.5,19.26
2015,7,13,25.26,4.21,88.51,6.06
2015,7,14,25.46,4.19,89.96,11.66
2015,7,15,25.17,3.02,90.26,30.12
2015,7,16,25.12,2.53,90.57,21.05
2015,7,17,25.34,2.56,90.36,35.36
2015,7,18,25.37,2.39,91.06,56.39
2015,7,19,24.56,1.98,92.2,64.81
2015,7,20,24.93,2.11,91.36,35.81
2015,7,21,25.02,2.62,90.56,19.25
2015,7,22,25.17,2.82,90.28,21.4
2015,7,23,24.78,2.29,92.11,42.94
2015,7,24,23.93,3.94,90.14,20.63
2015,7,25,23.54,3.14,88.2,33.6
2015,7,26,23.68,2.54,90.71,39.62
2015,7,27,23.98,4.02,88.25,24.01
2015,7,28,23.81,2.97,91.26,12.69
2015,7,29,24.51,3.83,89.08,4.96
2015,7,30,24.83,4.36,87.5,14.26
2015,7,31,24.63,3.86,89.16,21.05
2015,8,1,24.06,2.4,90.97,19.92
2015,8,2,24.37,2.49,91.73,16.33
2015,8,3,24.59,2.91,90.71,19.28
2015,8,4,24.79,3.02,91.21,21.35
2015,8,5,24.6,2.73,92.37,39.79
2015,8,6,24.77,2.87,91.86,33.26
2015,8,7,24.83,3.64,90.21,27.53
2015,8,8,24.75,2.98,92.16,24.95
2015,8,9,24.91,2.63,91.96,37.17
2015,8,10,24.75,2.75,91.8,43.18
2015,8,11,24.41,2.68,92.91,23.14
2015,8,12,24.57,2.73,92.76,30.34
2015,8,13,24.6,2.73,92.41,37.18
2015,8,14,24.58,3.22,91.42,26.26
2015,8,15,24.99,3.96,89.94,22.52
2015,8,16,24.77,3.47,91.32,18.6
2015,8,17,24.88,3.39,91.4,16.61
2015,8,18,25.55,5.52,90.02,10.46
2015,8,19,25.96,5.97,88.77,16.44
2015,8,20,24.75,3.1,91.87,33.92
2015,8,21,24.5,4.46,90.14,15.54
2015,8,22,24.23,3.99,89.42,11.61
2015,8,23,24.5,3.5,90.25,12.87
2015,8,24,24.1,3.06,90.65,9.57
2015,8,25,24.79,5.01,87.65,6.02
2015,8,26,24.84,4.59,88.0,16.73
2015,8,27,24.49,3.74,89.63,13.8
2015,8,28,24.74,4.23,89.21,10.31
2015,8,29,25.1,4.43,88.44,11.12
