DATE,PRICE_INR,RAINFALL_MM,MAX_TEMP_C,MIN_TEMP_C,MEAN_TEMP_C,HUMIDITY_PERCENT,PRICE_LAG_1,PRICE_LAG_2,PRICE_LAG_3,PRICE_LAG_7,PRICE_3D_MEAN,PRICE_7D_MEAN,RAIN_LAG_1,MAX_TEMP_LAG_1,HUMIDITY_LAG_1,RAIN_3D_SUM,RAIN_7D_SUM,CONSEC_RAIN_DAYS_LAG1,FLAG_HEAVY_RAIN,FLAG_HOT_DAY,FLAG_HUMID_DAY
2010-01-08,404,0.0,28.53,19.08,23.81,71.71,404.0,404.0,404.0,404.0,404.0,404.0,0.0,28.08,71.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-09,404,0.0,29.19,20.77,24.98,75.18,404.0,404.0,404.0,404.0,404.0,404.0,0.0,28.53,71.71,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-10,244,0.0,28.66,21.94,25.3,80.88,404.0,404.0,404.0,404.0,404.0,404.0,0.0,29.19,75.18,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,144,0.27,27.76,21.92,24.84,82.83,244.0,404.0,404.0,404.0,350.67,381.14,0.0,28.66,80.88,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-12,144,0.54,27.42,21.52,24.47,82.78,144.0,244.0,404.0,404.0,264.0,344.0,0.27,27.76,82.83,0.27,0.27,0.0,0.0,0.0,0.0
2010-01-13,184,0.16,28.58,21.52,25.05,80.88,144.0,144.0,244.0,404.0,177.33,306.86,0.54,27.42,82.78,0.81,0.81,0.0,0.0,0.0,0.0
2010-01-14,244,0.56,27.34,21.8,24.57,82.9,184.0,144.0,144.0,404.0,157.33,275.43,0.16,28.58,80.88,0.9700000000000001,0.9700000000000001,0.0,0.0,0.0,0.0
2010-01-15,164,0.03,27.08,21.04,24.06,81.96,244.0,184.0,144.0,404.0,190.67,252.57,0.56,27.34,82.9,1.2600000000000002,1.5300000000000002,0.0,0.0,0.0,0.0
2010-01-16,164,0.0,28.72,18.5,23.61,71.34,164.0,244.0,184.0,404.0,197.33,218.29,0.03,27.08,81.96,0.7500000000000001,1.56,0.0,0.0,0.0,0.0
2010-01-17,144,0.0,29.15,18.42,23.78,72.48,164.0,164.0,244.0,244.0,190.67,184.0,0.0,28.72,71.34,0.5900000000000001,1.56,0.0,0.0,0.0,0.0
2010-01-18,144,0.0,28.81,18.83,23.82,71.79,144.0,164.0,164.0,144.0,157.33,169.71,0.0,29.15,72.48,0.03,1.56,0.0,0.0,0.0,0.0
2010-01-19,122,0.0,29.34,19.38,24.36,70.48,144.0,144.0,164.0,144.0,150.67,169.71,0.0,28.81,71.79,0.0,1.29,0.0,0.0,0.0,0.0
2010-01-20,224,0.0,28.62,19.2,23.91,73.99,122.0,144.0,144.0,184.0,136.67,166.57,0.0,29.34,70.48,0.0,0.7500000000000001,0.0,0.0,0.0,0.0
2010-01-21,244,0.0,28.45,16.33,22.39,64.81,224.0,122.0,144.0,244.0,163.33,172.29,0.0,28.62,73.99,0.0,0.5900000000000001,0.0,0.0,0.0,0.0
2010-01-22,164,0.0,28.47,16.09,22.28,64.49,244.0,224.0,122.0,164.0,196.67,172.29,0.0,28.45,64.81,0.0,0.03,0.0,0.0,0.0,0.0
2010-01-23,102,0.0,28.33,16.07,22.2,64.42,164.0,244.0,224.0,164.0,210.67,172.29,0.0,28.47,64.49,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,144,0.0,28.17,16.89,22.53,70.03,102.0,164.0,244.0,144.0,170.0,163.43,0.0,28.33,64.42,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-25,164,0.0,27.94,17.68,22.81,64.73,144.0,102.0,164.0,144.0,136.67,163.43,0.0,28.17,70.03,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-26,164,0.0,28.28,18.02,23.15,67.89,164.0,144.0,102.0,122.0,136.67,166.29,0.0,27.94,64.73,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-27,204,0.0,28.56,18.62,23.59,71.24,164.0,164.0,144.0,224.0,157.33,172.29,0.0,28.28,67.89,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,224,0.0,28.92,19.02,23.97,75.28,204.0,164.0,164.0,244.0,177.33,169.43,0.0,28.56,71.24,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-29,244,0.0,29.12,19.52,24.32,71.32,224.0,204.0,164.0,164.0,197.33,166.57,0.0,28.92,75.28,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,204,0.0,29.67,19.43,24.55,68.37,244.0,224.0,204.0,102.0,224.0,178.0,0.0,29.12,71.32,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-31,184,0.0,29.12,19.08,24.1,68.17,204.0,244.0,224.0,144.0,224.0,192.57,0.0,29.67,68.37,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,202,0.0,29.16,19.19,24.17,69.25,184.0,204.0,244.0,164.0,210.67,198.29,0.0,29.12,68.17,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-02,204,0.0,28.7,18.7,23.7,68.34,202.0,184.0,204.0,164.0,196.67,203.71,0.0,29.16,69.25,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-03,224,0.0,28.94,17.74,23.34,68.89,204.0,202.0,184.0,204.0,196.67,209.43,0.0,28.7,68.34,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-04,404,0.0,28.47,17.29,22.88,68.98,224.0,204.0,202.0,224.0,210.0,212.29,0.0,28.94,68.89,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-05,404,0.0,29.33,17.33,23.33,62.01,404.0,224.0,204.0,244.0,277.33,238.0,0.0,28.47,68.98,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-06,404,0.0,29.08,17.1,23.09,58.37,404.0,404.0,224.0,204.0,344.0,260.86,0.0,29.33,62.01,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-07,324,0.0,29.44,18.45,23.95,59.84,404.0,404.0,404.0,184.0,404.0,289.43,0.0,29.08,58.37,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-08,304,0.0,29.76,18.6,24.18,69.41,324.0,404.0,404.0,202.0,377.33,309.43,0.0,29.44,59.84,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-09,284,0.0,29.72,19.39,24.55,72.95,304.0,324.0,404.0,204.0,344.0,324.0,0.0,29.76,69.41,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-10,404,0.0,29.24,20.66,24.95,74.57,284.0,304.0,324.0,224.0,304.0,335.43,0.0,29.72,72.95,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-11,404,0.0,29.98,21.38,25.68,74.77,404.0,284.0,304.0,404.0,330.67,361.14,0.0,29.24,74.57,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-12,404,0.0,30.24,21.88,26.06,74.56,404.0,404.0,284.0,404.0,364.0,361.14,0.0,29.98,74.77,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-13,344,0.0,30.48,21.84,26.16,72.37,404.0,404.0,404.0,404.0,404.0,361.14,0.0,30.24,74.56,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-14,344,0.0,30.94,21.88,26.41,72.15,344.0,404.0,404.0,324.0,384.0,352.57,0.0,30.48,72.37,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-15,324,0.0,31.38,21.52,26.45,67.8,344.0,344.0,404.0,304.0,364.0,355.43,0.0,30.94,72.15,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-16,404,0.0,32.02,21.06,26.54,63.29,324.0,344.0,344.0,284.0,337.33,358.29,0.0,31.38,67.8,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-17,404,0.0,32.03,20.81,26.42,67.14,404.0,324.0,344.0,404.0,357.33,375.43,0.0,32.02,63.29,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-18,404,0.0,31.84,21.66,26.75,70.58,404.0,404.0,324.0,404.0,377.33,375.43,0.0,32.03,67.14,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-19,204,0.0,31.44,22.62,27.03,71.92,404.0,404.0,404.0,404.0,404.0,375.43,0.0,31.84,70.58,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-20,204,0.0,30.4,22.88,26.64,74.76,204.0,404.0,404.0,344.0,337.33,346.86,0.0,31.44,71.92,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-21,224,0.0,31.96,22.16,27.06,70.45,204.0,204.0,404.0,344.0,270.67,326.86,0.0,30.4,74.76,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-22,102,0.0,32.42,21.7,27.06,66.08,224.0,204.0,204.0,324.0,210.67,309.71,0.0,31.96,70.45,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-23,122,0.0,31.3,21.74,26.52,68.97,102.0,224.0,204.0,404.0,176.67,278.0,0.0,32.42,66.08,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-24,102,0.0,31.12,20.46,25.79,65.87,122.0,102.0,224.0,404.0,149.33,237.71,0.0,31.3,68.97,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-25,122,0.0,31.73,20.21,25.97,59.98,102.0,122.0,102.0,404.0,108.67,194.57,0.0,31.12,65.87,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-26,144,0.0,32.08,20.68,26.38,60.3,122.0,102.0,122.0,204.0,115.33,154.29,0.0,31.73,59.98,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-27,304,0.0,33.36,21.06,27.21,57.54,144.0,122.0,102.0,204.0,122.67,145.71,0.0,32.08,60.3,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-28,304,0.0,32.07,21.33,26.7,69.61,304.0,144.0,122.0,224.0,190.0,160.0,0.0,33.36,57.54,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,102,0.0,32.19,21.69,26.94,69.15,304.0,304.0,144.0,102.0,250.67,171.43,0.0,32.07,69.61,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-02,102,0.0,31.45,22.15,26.8,72.75,102.0,304.0,304.0,122.0,236.67,171.43,0.0,32.19,69.15,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-03,164,0.0,31.65,22.47,27.06,71.0,102.0,102.0,304.0,102.0,169.33,168.57,0.0,31.45,72.75,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-04,122,0.0,31.54,22.12,26.83,67.73,164.0,102.0,102.0,122.0,122.67,177.43,0.0,31.65,71.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-05,184,0.0,31.38,21.83,26.6,65.46,122.0,164.0,102.0,144.0,129.33,177.43,0.0,31.54,67.73,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-06,184,0.0,30.68,21.2,25.94,68.08,184.0,122.0,164.0,304.0,156.67,183.14,0.0,31.38,65.46,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-07,122,0.0,31.88,21.16,26.52,67.33,184.0,184.0,122.0,304.0,163.33,166.0,0.0,30.68,68.08,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-08,102,0.0,34.41,21.59,28.0,62.73,122.0,184.0,184.0,102.0,163.33,140.0,0.0,31.88,67.33,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-09,82,0.0,33.04,22.8,27.92,66.27,102.0,122.0,184.0,102.0,136.0,140.0,0.0,34.41,62.73,0.0,0.0,0.0,0.0,1.0,0.0
2010-03-10,82,0.0,33.7,22.26,27.98,64.38,82.0,102.0,122.0,164.0,102.0,137.14,0.0,33.04,66.27,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-11,82,0.0,35.1,22.42,28.76,57.47,82.0,82.0,102.0,122.0,88.67,125.43,0.0,33.7,64.38,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-12,102,0.0,34.58,22.48,28.53,54.48,82.0,82.0,82.0,184.0,82.0,119.71,0.0,35.1,57.47,0.0,0.0,0.0,0.0,1.0,0.0
2010-03-13,164,0.0,29.68,22.5,26.09,60.62,102.0,82.0,82.0,184.0,88.67,108.0,0.0,34.58,54.48,0.0,0.0,0.0,0.0,1.0,0.0
2010-03-14,144,0.0,31.83,22.29,27.06,64.54,164.0,102.0,82.0,122.0,116.0,105.14,0.0,29.68,60.62,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-15,144,0.0,33.16,22.74,27.95,63.79,144.0,164.0,102.0,102.0,136.67,108.29,0.0,31.83,64.54,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-16,122,1.17,32.04,23.32,27.68,66.84,144.0,144.0,164.0,82.0,150.67,114.29,0.0,33.16,63.79,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-17,122,1.24,32.14,23.02,27.58,62.41,122.0,144.0,144.0,82.0,136.67,120.0,1.17,32.04,66.84,1.17,1.17,1.0,0.0,0.0,0.0
2010-03-18,164,0.0,33.7,21.4,27.55,54.03,122.0,122.0,144.0,82.0,129.33,125.71,1.24,32.14,62.41,2.41,2.41,2.0,0.0,0.0,0.0
2010-03-19,144,0.0,34.21,21.13,27.67,59.87,164.0,122.0,122.0,102.0,136.0,137.43,0.0,33.7,54.03,2.41,2.41,0.0,0.0,0.0,0.0
2010-03-20,102,0.0,33.77,21.89,27.83,62.63,144.0,164.0,122.0,164.0,143.33,143.43,0.0,34.21,59.87,1.24,2.41,0.0,0.0,1.0,0.0
2010-03-21,122,0.0,33.77,21.55,27.66,63.72,102.0,144.0,164.0,144.0,136.67,134.57,0.0,33.77,62.63,0.0,2.41,0.0,0.0,0.0,0.0
2010-03-22,102,0.0,32.98,22.42,27.7,65.93,122.0,102.0,144.0,144.0,122.67,131.43,0.0,33.77,63.72,0.0,2.41,0.0,0.0,0.0,0.0
2010-03-23,102,0.0,33.34,23.34,28.34,64.5,102.0,122.0,102.0,122.0,108.67,125.43,0.0,32.98,65.93,0.0,2.41,0.0,0.0,0.0,0.0
2010-03-24,102,0.0,33.78,23.08,28.43,65.71,102.0,102.0,122.0,122.0,108.67,122.57,0.0,33.34,64.5,0.0,1.24,0.0,0.0,0.0,0.0
2010-03-25,82,0.0,34.19,22.85,28.52,61.53,102.0,102.0,102.0,164.0,102.0,119.71,0.0,33.78,65.71,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-26,82,0.0,33.35,23.31,28.33,66.84,82.0,102.0,102.0,144.0,95.33,108.0,0.0,34.19,61.53,0.0,0.0,0.0,0.0,1.0,0.0
2010-03-27,82,0.0,33.05,23.51,28.28,68.38,82.0,82.0,102.0,102.0,88.67,99.14,0.0,33.35,66.84,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-28,144,0.0,34.6,23.34,28.97,67.07,82.0,82.0,82.0,122.0,82.0,96.29,0.0,33.05,68.38,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-29,144,1.61,32.93,23.92,28.42,69.73,144.0,82.0,82.0,102.0,102.67,99.43,0.0,34.6,67.07,0.0,0.0,0.0,0.0,1.0,0.0
2010-03-30,184,0.2,32.77,23.69,28.23,67.95,144.0,144.0,82.0,102.0,123.33,105.43,1.61,32.93,69.73,1.61,1.61,1.0,0.0,0.0,0.0
2010-03-31,244,0.01,32.62,22.76,27.69,65.86,184.0,144.0,144.0,102.0,157.33,117.14,0.2,32.77,67.95,1.81,1.81,0.0,0.0,0.0,0.0
2010-04-01,184,0.0,34.05,21.69,27.87,62.97,244.0,184.0,144.0,82.0,190.67,137.43,0.01,32.62,65.86,1.82,1.82,0.0,0.0,0.0,0.0
2010-04-02,204,0.0,34.2,21.56,27.88,62.23,184.0,244.0,184.0,82.0,204.0,152.0,0.0,34.05,62.97,0.21000000000000002,1.82,0.0,0.0,1.0,0.0
2010-04-03,224,0.0,36.16,22.36,29.26,59.18,204.0,184.0,244.0,82.0,210.67,169.43,0.0,34.2,62.23,0.01,1.82,0.0,0.0,1.0,0.0
2010-04-04,404,0.0,32.31,24.27,28.29,72.03,224.0,204.0,184.0,144.0,204.0,189.71,0.0,36.16,59.18,0.0,1.82,0.0,0.0,1.0,0.0
2010-04-05,144,0.0,30.48,24.74,27.61,74.73,404.0,224.0,204.0,144.0,277.33,226.86,0.0,32.31,72.03,0.0,1.82,0.0,0.0,0.0,0.0
2010-04-06,102,0.0,30.26,24.62,27.44,75.54,144.0,404.0,224.0,184.0,257.33,226.86,0.0,30.48,74.73,0.0,0.21000000000000002,0.0,0.0,0.0,0.0
2010-04-07,204,0.0,32.5,24.5,28.5,69.21,102.0,144.0,404.0,244.0,216.67,215.14,0.0,30.26,75.54,0.0,0.01,0.0,0.0,0.0,0.0
2010-04-08,164,1.38,32.42,23.72,28.07,69.07,204.0,102.0,144.0,184.0,150.0,209.43,0.0,32.5,69.21,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-09,122,0.06,33.96,23.62,28.79,66.93,164.0,204.0,102.0,204.0,156.67,206.57,1.38,32.42,69.07,1.38,1.38,1.0,0.0,0.0,0.0
2010-04-10,164,0.0,30.64,24.18,27.41,73.26,122.0,164.0,204.0,224.0,163.33,194.86,0.06,33.96,66.93,1.44,1.44,0.0,0.0,1.0,0.0
2010-04-11,102,0.0,31.84,24.36,28.1,71.81,164.0,122.0,164.0,404.0,150.0,186.29,0.0,30.64,73.26,1.44,1.44,0.0,0.0,0.0,0.0
2010-04-12,82,5.08,30.0,24.68,27.34,78.4,102.0,164.0,122.0,144.0,129.33,143.14,0.0,31.84,71.81,0.06,1.44,0.0,0.0,0.0,0.0
2010-04-13,144,0.39,29.07,24.51,26.79,81.45,82.0,102.0,164.0,102.0,116.0,134.29,5.08,30.0,78.4,5.08,6.52,1.0,0.0,0.0,0.0
2010-04-14,102,8.66,29.88,24.04,26.96,77.97,144.0,82.0,102.0,204.0,109.33,140.29,0.39,29.07,81.45,5.47,6.909999999999999,0.0,0.0,0.0,0.0
2010-04-15,102,0.57,32.39,24.18,28.29,76.02,102.0,144.0,82.0,164.0,109.33,125.71,8.66,29.88,77.97,14.129999999999999,15.57,1.0,0.0,0.0,0.0
2010-04-16,122,0.11,31.72,24.72,28.22,75.23,102.0,102.0,144.0,122.0,116.0,116.86,0.57,32.39,76.02,9.62,14.760000000000002,0.0,0.0,0.0,0.0
2010-04-17,122,3.99,29.8,24.8,27.3,80.15,122.0,102.0,102.0,164.0,108.67,116.86,0.11,31.72,75.23,9.339999999999998,14.81,0.0,0.0,0.0,0.0
2010-04-18,144,4.71,28.56,24.64,26.6,85.1,122.0,122.0,102.0,102.0,115.33,110.86,3.99,29.8,80.15,4.669999999999998,18.8,1.0,0.0,0.0,0.0
2010-04-19,82,0.56,28.49,24.58,26.54,84.49,144.0,122.0,122.0,82.0,129.33,116.86,4.71,28.56,85.1,8.809999999999999,23.51,2.0,0.0,0.0,0.0
2010-04-20,102,0.0,30.34,23.82,27.08,77.83,82.0,144.0,122.0,144.0,116.0,116.86,0.56,28.49,84.49,9.26,18.99,0.0,0.0,0.0,0.0
2010-04-21,102,0.28,30.51,24.15,27.33,76.24,102.0,82.0,144.0,102.0,109.33,110.86,0.0,30.34,77.83,5.27,18.6,0.0,0.0,0.0,0.0
2010-04-22,122,4.21,32.43,24.05,28.24,74.8,102.0,102.0,82.0,102.0,95.33,110.86,0.28,30.51,76.24,0.8399999999999983,10.22,0.0,0.0,0.0,0.0
2010-04-23,122,2.96,32.45,24.47,28.46,75.62,122.0,102.0,102.0,122.0,108.67,113.71,4.21,32.43,74.8,4.489999999999998,13.86,1.0,0.0,0.0,0.0
2010-04-24,122,1.04,30.62,24.86,27.74,79.31,122.0,122.0,102.0,122.0,115.33,113.71,2.96,32.45,75.62,7.449999999999998,16.71,2.0,0.0,0.0,0.0
2010-04-25,164,0.1,31.7,24.54,28.12,75.85,122.0,122.0,122.0,144.0,122.0,113.71,1.04,30.62,79.31,8.209999999999997,13.760000000000002,3.0,0.0,0.0,0.0
2010-04-26,122,2.9,32.2,24.54,28.37,75.54,164.0,122.0,122.0,82.0,136.0,116.57,0.1,31.7,75.85,4.099999999999998,9.15,0.0,0.0,0.0,0.0
2010-04-27,122,2.94,32.02,24.78,28.4,75.61,122.0,164.0,122.0,102.0,136.0,122.29,2.9,32.2,75.54,4.039999999999998,11.489999999999998,1.0,0.0,0.0,0.0
2010-04-28,164,2.29,29.81,24.81,27.31,80.02,122.0,122.0,164.0,102.0,136.0,125.14,2.94,32.02,75.61,5.939999999999998,14.43,2.0,0.0,0.0,0.0
2010-04-29,164,0.24,32.08,24.76,28.42,74.92,164.0,122.0,122.0,122.0,136.0,134.0,2.29,29.81,80.02,8.129999999999999,16.44,3.0,0.0,0.0,0.0
2010-04-30,144,1.63,30.1,24.16,27.13,68.33,164.0,164.0,122.0,122.0,150.0,140.0,0.24,32.08,74.92,5.469999999999998,12.469999999999999,0.0,0.0,0.0,0.0
2010-05-01,204,0.08,31.88,23.78,27.83,66.83,144.0,164.0,164.0,122.0,157.33,143.14,1.63,30.1,68.33,4.159999999999998,11.14,1.0,0.0,0.0,0.0
2010-05-02,122,2.28,32.93,23.93,28.43,70.51,204.0,144.0,164.0,164.0,170.67,154.86,0.08,31.88,66.83,1.9499999999999982,10.180000000000001,0.0,0.0,0.0,0.0
2010-05-03,82,0.1,33.5,24.4,28.95,70.65,122.0,204.0,144.0,122.0,156.67,148.86,2.28,32.93,70.51,3.989999999999998,12.36,1.0,0.0,0.0,0.0
2010-05-04,102,0.0,32.93,24.39,28.66,71.6,82.0,122.0,204.0,122.0,136.0,143.14,0.1,33.5,70.65,2.459999999999998,9.56,0.0,0.0,0.0,0.0
2010-05-05,102,0.0,32.22,24.56,28.39,72.79,102.0,82.0,122.0,164.0,102.0,140.29,0.0,32.93,71.6,2.379999999999998,6.619999999999999,0.0,0.0,0.0,0.0
2010-05-06,102,0.02,34.04,24.64,29.34,68.52,102.0,102.0,82.0,164.0,95.33,131.43,0.0,32.22,72.79,0.09999999999999823,4.33,0.0,0.0,0.0,0.0
2010-05-07,102,20.14,32.48,25.12,28.8,76.93,102.0,102.0,102.0,144.0,102.0,122.57,0.02,34.04,68.52,0.019999999999998224,4.109999999999999,0.0,0.0,1.0,0.0
2010-05-08,82,6.7,29.79,25.73,27.76,81.98,102.0,102.0,102.0,204.0,102.0,116.57,20.14,32.48,76.93,20.16,22.62,1.0,0.0,0.0,0.0
2010-05-09,82,0.97,31.02,25.56,28.29,80.61,82.0,102.0,102.0,122.0,95.33,99.14,6.7,29.79,81.98,26.86,29.24,2.0,0.0,0.0,0.0
2010-05-10,62,0.52,31.31,25.25,28.28,77.48,82.0,82.0,102.0,82.0,88.67,93.43,0.97,31.02,80.61,27.810000000000002,27.930000000000003,0.0,0.0,0.0,0.0
2010-05-11,82,18.33,27.98,24.88,26.43,87.06,62.0,82.0,82.0,102.0,75.33,90.57,0.52,31.31,77.48,8.19,28.35,0.0,0.0,0.0,0.0
2010-05-12,82,0.98,28.52,24.22,26.37,79.22,82.0,62.0,82.0,102.0,75.33,87.71,18.33,27.98,87.06,19.819999999999997,46.68,1.0,0.0,0.0,0.0
2010-05-13,102,0.0,31.3,24.76,28.03,77.57,82.0,82.0,62.0,102.0,75.33,84.86,0.98,28.52,79.22,19.83,47.66,0.0,0.0,0.0,0.0
2010-05-14,144,0.0,31.14,24.96,28.05,75.18,102.0,82.0,82.0,102.0,88.67,84.86,0.0,31.3,77.57,19.31,47.64,0.0,0.0,0.0,0.0
2010-05-15,304,0.0,31.39,25.07,28.23,77.5,144.0,102.0,82.0,82.0,109.33,90.86,0.0,31.14,75.18,0.98,27.5,0.0,0.0,0.0,0.0
2010-05-16,82,0.2,28.81,24.71,26.76,82.52,304.0,144.0,102.0,82.0,183.33,122.57,0.0,31.39,77.5,0.0,20.8,0.0,0.0,0.0,0.0
2010-05-17,62,0.15,30.8,24.64,27.72,75.17,82.0,304.0,144.0,62.0,176.67,122.57,0.2,28.81,82.52,0.2,20.029999999999998,0.0,0.0,0.0,0.0
2010-05-18,102,18.21,32.06,24.3,28.18,78.92,62.0,82.0,304.0,82.0,149.33,122.57,0.15,30.8,75.17,0.35,19.659999999999997,0.0,0.0,0.0,0.0
2010-05-19,204,18.56,28.38,25.6,26.99,86.67,102.0,62.0,82.0,82.0,82.0,125.43,18.21,32.06,78.92,18.560000000000002,19.54,1.0,0.0,0.0,0.0
2010-05-20,164,1.15,28.64,25.9,27.27,85.32,204.0,102.0,62.0,102.0,122.67,142.86,18.56,28.38,86.67,36.92,37.12,2.0,0.0,0.0,0.0
2010-05-21,184,1.72,28.7,25.68,27.19,85.46,164.0,204.0,102.0,144.0,156.67,151.71,1.15,28.64,85.32,37.92,38.269999999999996,3.0,0.0,0.0,0.0
2010-05-22,184,1.55,28.84,24.74,26.79,84.55,184.0,164.0,204.0,304.0,184.0,157.43,1.72,28.7,85.46,21.43,39.989999999999995,4.0,0.0,0.0,0.0
2010-05-23,304,0.61,29.38,25.14,27.26,83.98,184.0,184.0,164.0,82.0,177.33,140.29,1.55,28.84,84.55,4.42,41.54,5.0,0.0,0.0,0.0
2010-05-24,224,0.05,28.94,25.14,27.04,83.55,304.0,184.0,184.0,62.0,224.0,172.0,0.61,29.38,83.98,3.88,41.949999999999996,0.0,0.0,0.0,0.0
2010-05-25,404,0.25,27.9,25.32,26.61,85.79,224.0,304.0,184.0,102.0,237.33,195.14,0.05,28.94,83.55,2.2100000000000004,41.849999999999994,0.0,0.0,0.0,0.0
2010-05-26,264,0.3,28.49,24.98,26.74,83.86,404.0,224.0,304.0,204.0,310.67,238.29,0.25,27.9,85.79,0.9099999999999999,23.889999999999997,0.0,0.0,0.0,0.0
2010-05-27,284,0.04,29.43,24.81,27.12,82.89,264.0,404.0,224.0,164.0,297.33,246.86,0.3,28.49,83.86,0.6,5.63,0.0,0.0,0.0,0.0
2010-05-28,244,0.0,31.27,24.47,27.87,77.23,284.0,264.0,404.0,184.0,317.33,264.0,0.04,29.43,82.89,0.59,4.5200000000000005,0.0,0.0,0.0,0.0
2010-05-29,164,0.23,30.07,25.23,27.65,81.18,244.0,284.0,264.0,184.0,264.0,272.57,0.0,31.27,77.23,0.33999999999999997,2.8,0.0,0.0,0.0,0.0
2010-05-30,102,12.29,27.84,24.22,26.03,83.4,164.0,244.0,284.0,304.0,230.67,269.71,0.23,30.07,81.18,0.27,1.48,0.0,0.0,0.0,0.0
2010-05-31,70,8.1,28.22,24.26,26.24,83.87,102.0,164.0,244.0,224.0,170.0,240.86,12.29,27.84,83.4,12.52,13.159999999999998,1.0,0.0,0.0,0.0
2010-06-01,144,1.33,29.42,24.2,26.81,78.84,70.0,102.0,164.0,404.0,112.0,218.86,8.1,28.22,83.87,20.619999999999997,21.209999999999997,2.0,0.0,0.0,0.0
2010-06-02,82,3.87,30.49,23.97,27.23,80.21,144.0,70.0,102.0,264.0,105.33,181.71,1.33,29.42,78.84,21.72,22.29,3.0,0.0,0.0,0.0
2010-06-03,70,0.95,29.74,24.16,26.95,81.39,82.0,144.0,70.0,284.0,98.67,155.71,3.87,30.49,80.21,13.3,25.859999999999996,4.0,0.0,0.0,0.0
2010-06-04,70,5.44,31.74,24.26,28.0,78.09,70.0,82.0,144.0,244.0,98.67,125.14,0.95,29.74,81.39,6.15,26.769999999999996,0.0,0.0,0.0,0.0
2010-06-05,122,7.3,29.4,24.3,26.85,79.46,70.0,70.0,82.0,164.0,74.0,100.29,5.44,31.74,78.09,10.260000000000002,32.21,1.0,0.0,0.0,0.0
2010-06-06,62,9.57,29.09,23.47,26.28,78.89,122.0,70.0,70.0,102.0,87.33,94.29,7.3,29.4,79.46,13.690000000000001,39.28,2.0,0.0,0.0,0.0
2010-06-07,50,6.24,27.04,23.28,25.16,79.19,62.0,122.0,70.0,70.0,84.67,88.57,9.57,29.09,78.89,22.310000000000002,36.56,3.0,0.0,0.0,0.0
