DATE,PRICE_INR,RAINFALL_MM,MAX_TEMP_C,MIN_TEMP_C,MEAN_TEMP_C,HUMIDITY_PERCENT
2012-08-08,110,49.61,25.52,23.12,24.32,90.96
2012-08-09,130,71.82,24.93,22.91,23.92,91.68
2012-08-10,130,92.21,25.25,23.51,24.38,93.07
2012-08-11,170,77.86,24.93,23.39,24.16,92.77
2012-08-12,110,48.56,25.55,22.57,24.06,91.36
2012-08-13,170,7.81,25.04,21.98,23.51,91.06
2012-08-14,210,8.23,26.65,22.1,24.38,88.96
2012-08-15,210,4.72,26.22,22.62,24.42,90.24
2012-08-16,420,20.59,26.34,22.8,24.57,89.99
2012-08-17,370,43.29,26.26,22.96,24.61,90.2
2012-08-18,370,29.96,25.46,23.1,24.28,90.52
2012-08-19,460,4.69,25.56,22.42,23.99,90.01
2012-08-20,230,5.99,26.72,22.22,24.47,88.82
2012-08-21,280,1.84,26.4,22.58,24.49,89.08
2012-08-22,330,4.34,26.51,22.2,24.35,89.51
2012-08-23,330,13.79,27.54,21.99,24.76,84.0
2012-08-24,330,7.38,28.14,22.64,25.39,85.1
2012-08-25,420,91.51,25.45,22.61,24.03,92.12
2012-08-26,250,71.45,24.78,22.78,23.78,91.08
2012-08-27,420,43.95,25.59,23.03,24.31,90.78
2012-08-28,520,55.14,26.1,23.22,24.66,90.4
2012-08-29,520,42.15,24.84,23.38,24.11,93.57
2012-08-30,520,60.75,25.3,22.94,24.12,92.52
2012-08-31,820,40.67,24.52,22.48,23.5,92.26
2012-09-01,820,31.23,25.08,22.58,23.83,91.84
2012-09-02,820,28.35,26.5,23.14,24.82,91.09
2012-09-03,420,60.35,25.34,23.4,24.37,93.5
2012-09-04,330,36.91,25.17,23.53,24.35,92.96
2012-09-05,420,11.46,25.46,23.1,24.28,91.99
2012-09-06,820,15.07,26.16,22.96,24.56,91.48
2012-09-07,820,13.71,26.06,22.78,24.42,91.68
2012-09-08,820,8.99,26.18,22.74,24.46,91.95
2012-09-09,620,11.47,25.89,22.65,24.27,92.19
2012-09-10,660,14.74,24.63,22.75,23.69,93.76
2012-09-11,520,10.96,25.26,21.92,23.59,91.53
2012-09-12,310,14.56,25.66,22.46,24.06,92.27
2012-09-13,270,6.6,26.32,22.46,24.39,89.61
2012-09-14,230,11.0,26.64,22.5,24.57,89.82
2012-09-15,230,7.04,26.49,22.67,24.58,89.08
2012-09-16,270,6.89,26.68,22.68,24.68,88.52
2012-09-17,350,11.3,26.88,22.4,24.64,87.94
2012-09-18,290,32.4,26.76,22.26,24.51,87.05
2012-09-19,230,1.83,27.38,21.78,24.58,84.93
2012-09-20,230,0.0,27.22,21.74,24.48,84.22
2012-09-21,230,0.0,27.39,21.61,24.5,83.21
2012-09-22,520,0.0,26.35,21.31,23.83,85.34
2012-09-23,230,0.0,27.26,20.96,24.11,83.97
2012-09-24,250,0.01,26.37,21.03,23.7,85.67
2012-09-25,210,0.0,27.32,21.22,24.27,85.54
2012-09-26,420,0.0,27.92,21.74,24.83,85.45
2012-09-27,520,0.21,27.29,22.56,24.92,86.11
2012-09-28,540,1.6,26.94,22.7,24.82,87.7
2012-09-29,610,1.36,26.98,22.44,24.71,87.06
2012-09-30,270,25.22,25.83,22.61,24.22,89.59
2012-10-01,270,9.89,26.55,22.43,24.49,88.7
2012-10-02,130,40.52,25.25,22.63,23.94,92.46
2012-10-03,150,19.35,26.36,22.28,24.32,87.56
2012-10-04,170,18.46,26.26,22.3,24.28,88.57
2012-10-05,130,2.2,27.38,22.24,24.81,87.25
2012-10-06,90,0.09,27.83,22.51,25.17,85.39
2012-10-07,110,0.0,27.66,22.5,25.08,86.54
2012-10-08,170,6.34,28.59,22.21,25.4,83.78
2012-10-09,90,6.46,27.74,22.62,25.18,86.45
2012-10-10,90,0.76,28.79,21.97,25.38,82.75
2012-10-11,170,0.05,29.32,20.72,25.02,76.38
2012-10-12,150,0.02,30.17,20.11,25.14,75.71
2012-10-13,190,0.02,28.61,21.13,24.87,81.17
2012-10-14,250,12.56,28.4,22.74,25.57,78.38
2012-10-15,250,2.85,27.74,22.26,25.0,83.41
2012-10-16,420,0.05,28.52,21.34,24.93,78.74
2012-10-17,420,0.0,29.29,20.93,25.11,76.0
2012-10-18,440,0.0,29.44,21.08,25.26,71.24
2012-10-19,560,1.51,29.75,22.47,26.11,77.06
2012-10-20,720,7.85,29.08,21.32,25.2,79.7
2012-10-21,820,7.08,26.52,21.18,23.85,86.51
2012-10-22,820,10.6,28.49,22.26,25.38,85.92
2012-10-23,820,0.16,28.72,22.12,25.42,79.33
2012-10-24,820,0.0,28.79,23.13,25.96,77.65
2012-10-25,820,0.0,28.28,22.78,25.53,82.8
2012-10-26,820,0.1,28.28,22.54,25.41,81.9
2012-10-27,820,0.01,29.3,21.34,25.32,74.69
2012-10-28,820,0.0,28.65,20.73,24.69,73.09
2012-10-29,820,0.03,29.44,21.03,25.24,75.59
2012-10-30,660,0.0,28.1,21.98,25.04,76.02
2012-10-31,820,15.39,28.34,21.76,25.05,78.08
2012-11-01,820,34.78,24.08,22.62,23.35,93.31
2012-11-02,620,22.49,24.51,22.28,23.4,89.28
2012-11-03,330,10.21,26.24,21.88,24.06,85.65
2012-11-04,370,8.46,26.95,22.13,24.54,87.52
2012-11-05,270,4.13,25.6,22.64,24.12,91.47
2012-11-06,170,2.56,27.99,22.19,25.09,84.3
2012-11-07,210,0.14,27.99,22.66,25.33,85.97
2012-11-08,230,0.46,28.13,23.15,25.64,85.1
2012-11-09,250,0.03,26.15,21.79,23.97,86.96
2012-11-10,420,5.01,28.9,21.64,25.27,80.03
2012-11-11,270,0.62,28.99,21.79,25.39,79.95
2012-11-12,520,12.12,28.04,21.66,24.85,81.65
2012-11-13,310,0.57,29.08,19.3,24.19,78.06
2012-11-14,310,0.0,27.37,16.69,22.03,72.3
2012-11-15,460,0.0,26.96,16.56,21.76,67.64
2012-11-16,820,0.0,27.61,17.47,22.54,65.19
2012-11-17,820,0.0,28.04,17.7,22.87,61.61
2012-11-18,420,0.0,27.67,17.77,22.72,58.74
2012-11-19,250,0.0,28.52,17.88,23.2,62.28
2012-11-20,290,0.0,28.84,19.06,23.95,67.91
2012-11-21,350,0.0,28.36,20.32,24.34,76.96
2012-11-22,820,0.0,29.44,21.38,25.41,78.66
2012-11-23,420,0.0,29.23,21.81,25.52,84.29
2012-11-24,460,2.93,29.16,21.8,25.48,82.1
2012-11-25,460,0.15,29.64,20.88,25.26,78.65
2012-11-26,370,0.0,29.56,20.38,24.97,76.67
2012-11-27,520,0.0,28.98,19.66,24.32,74.5
2012-11-28,820,0.0,28.72,18.06,23.39,71.92
2012-11-29,820,0.0,28.51,18.02,23.26,68.81
2012-11-30,820,0.0,28.47,19.23,23.85,73.51
2012-12-01,820,0.0,28.12,19.38,23.75,74.31
2012-12-02,820,0.0,28.16,18.16,23.16,72.52
2012-12-03,820,0.2,29.58,18.94,24.26,73.19
2012-12-04,820,1.64,28.41,22.03,25.22,80.3
2012-12-05,420,0.02,29.41,22.67,26.04,78.62
2012-12-06,420,0.0,30.12,21.42,25.77,75.1
2012-12-07,420,0.0,28.46,20.9,24.68,71.66
2012-12-08,820,0.0,28.59,20.69,24.64,74.66
2012-12-09,330,0.0,28.72,19.57,24.14,78.33
2012-12-10,310,0.0,28.94,19.28,24.11,77.01
2012-12-11,330,0.0,28.89,19.37,24.13,79.26
2012-12-12,370,0.0,28.58,19.3,23.94,79.03
2012-12-13,720,0.0,27.68,19.26,23.47,80.26
2012-12-14,820,0.0,28.88,19.44,24.16,75.28
2012-12-15,820,0.0,27.6,17.79,22.7,67.63
2012-12-16,670,0.0,27.3,17.24,22.27,69.02
2012-12-17,370,0.0,27.84,18.02,22.93,71.36
2012-12-18,290,0.0,27.61,18.57,23.09,68.34
2012-12-19,520,0.0,27.58,18.28,22.93,68.15
2012-12-20,390,0.0,29.82,19.33,24.58,70.67
2012-12-21,330,0.0,29.34,19.58,24.46,68.6
2012-12-22,330,0.0,27.06,17.38,22.22,68.17
2012-12-23,210,0.0,29.11,17.67,23.39,71.02
2012-12-24,230,0.0,28.79,18.63,23.71,73.18
2012-12-25,820,0.0,28.55,18.35,23.45,72.24
2012-12-26,820,0.0,28.48,19.08,23.78,70.19
2012-12-27,720,0.0,28.34,18.74,23.54,70.56
2012-12-28,660,0.0,29.64,19.23,24.43,75.77
2012-12-29,820,0.02,30.5,21.54,26.02,76.22
2012-12-30,620,0.0,28.03,22.73,25.38,82.31
2012-12-31,420,0.0,28.7,22.18,25.44,83.07
2013-01-01,420,0.0,30.14,20.9,25.52,78.23
2013-01-02,620,0.0,29.62,19.86,24.74,75.48
2013-01-03,560,0.0,29.11,19.89,24.5,78.86
2013-01-04,820,0.0,28.62,19.45,24.04,79.09
2013-01-05,820,0.0,28.85,19.55,24.2,77.07
2013-01-06,620,0.0,28.36,19.58,23.97,76.6
2013-01-07,520,0.0,28.88,19.5,24.19,75.31
2013-01-08,330,0.0,29.0,19.28,24.14,76.3
2013-01-09,350,0.0,29.19,18.89,24.04,70.3
2013-01-10,370,0.0,29.2,18.23,23.71,66.24
2013-01-11,460,0.0,29.32,17.84,23.58,64.38
2013-01-12,720,0.0,29.56,17.92,23.74,63.73
2013-01-13,620,0.0,29.35,16.49,22.92,56.87
2013-01-14,460,0.0,29.63,16.57,23.1,56.57
2013-01-15,620,0.0,29.6,16.98,23.29,55.46
2013-01-16,820,0.0,29.29,17.53,23.41,57.98
2013-01-17,820,0.0,28.99,18.3,23.65,62.94
2013-01-18,720,0.0,28.96,18.02,23.49,64.45
2013-01-19,520,0.0,29.4,17.72,23.56,66.97
2013-01-20,370,0.0,29.7,17.88,23.79,60.95
2013-01-21,390,0.0,29.56,18.08,23.82,59.44
2013-01-22,420,0.0,29.5,18.38,23.94,56.93
2013-01-23,330,0.0,29.41,18.31,23.86,61.05
2013-01-24,390,0.0,29.28,18.1,23.69,61.34
2013-01-25,520,0.0,29.67,17.63,23.65,55.69
2013-01-26,620,0.0,29.55,17.27,23.41,55.11
2013-01-27,290,0.0,30.39,17.61,24.0,59.58
2013-01-28,250,0.0,29.38,18.33,23.85,66.35
2013-01-29,250,0.0,29.7,18.87,24.28,62.6
2013-01-30,270,0.0,30.3,18.96,24.63,61.36
2013-01-31,420,0.0,30.06,19.1,24.58,66.09
2013-02-01,620,0.0,30.16,18.46,24.31,56.77
2013-02-02,420,0.0,30.22,17.14,23.68,57.27
2013-02-03,210,0.0,30.48,17.62,24.05,59.02
2013-02-04,230,0.0,30.13,19.17,24.65,66.78
2013-02-05,170,0.0,29.46,21.62,25.54,72.74
2013-02-06,210,0.0,29.4,22.08,25.74,73.45
2013-02-07,250,0.0,30.18,21.18,25.68,72.69
2013-02-08,270,0.0,29.76,20.66,25.21,69.31
2013-02-09,350,0.0,31.04,21.22,26.13,67.33
2013-02-10,420,0.0,31.98,21.67,26.83,58.61
2013-02-11,440,0.0,32.06,20.84,26.45,54.04
2013-02-12,720,0.0,32.95,21.45,27.2,52.96
2013-02-13,820,0.0,33.05,21.37,27.21,52.32
2013-02-14,820,1.44,31.23,22.23,26.73,66.83
2013-02-15,440,1.76,27.95,23.05,25.5,79.54
2013-02-16,460,16.88,28.26,21.7,24.98,79.09
2013-02-17,460,9.92,28.7,20.23,24.46,79.53
2013-02-18,620,0.04,30.14,19.92,25.03,69.17
2013-02-19,620,0.0,31.18,20.8,25.99,71.43
2013-02-20,250,0.0,31.42,20.66,26.04,68.94
2013-02-21,370,0.0,31.48,19.94,25.71,64.85
2013-02-22,310,0.0,32.38,19.3,25.84,62.98
2013-02-23,370,0.0,31.6,19.5,25.55,63.21
2013-02-24,390,0.0,32.34,19.34,25.84,56.75
2013-02-25,390,0.0,31.87,19.11,25.49,60.63
2013-02-26,250,0.0,32.46,19.44,25.95,59.19
2013-02-27,210,0.0,31.06,20.12,25.59,66.55
2013-02-28,210,0.0,32.76,19.84,26.3,54.03
2013-03-01,210,0.0,33.02,19.96,26.49,49.87
2013-03-02,210,0.0,34.42,19.78,27.1,48.42
2013-03-03,170,0.0,33.92,20.12,27.02,49.29
2013-03-04,130,0.0,34.53,20.1,27.32,46.61
2013-03-05,110,0.0,35.28,21.72,28.5,51.7
2013-03-06,130,0.69,34.22,22.98,28.6,59.67
2013-03-07,130,5.58,30.72,23.48,27.1,71.28
2013-03-08,130,0.52,30.94,22.8,26.87,72.64
2013-03-09,150,0.08,31.97,23.27,27.62,70.15
2013-03-10,170,0.05,32.41,23.29,27.85,67.6
2013-03-11,110,5.08,32.24,22.98,27.61,68.0
2013-03-12,110,0.05,32.1,22.36,27.23,66.07
2013-03-13,270,0.0,33.01,22.14,27.57,64.47
2013-03-14,290,0.0,32.18,22.76,27.47,62.59
2013-03-15,230,0.0,33.34,22.66,28.0,59.89
2013-03-16,210,0.0,32.5,22.9,27.7,66.52
2013-03-17,210,0.0,33.32,22.8,28.06,65.72
2013-03-18,190,0.09,32.85,22.94,27.9,64.84
2013-03-19,170,0.01,33.57,23.07,28.32,63.89
2013-03-20,110,0.0,33.6,23.1,28.35,60.07
2013-03-21,170,0.0,33.69,22.87,28.28,55.99
2013-03-22,110,0.0,33.08,22.2,27.64,59.74
2013-03-23,170,0.0,32.47,22.27,27.37,63.96
2013-03-24,230,0.0,34.45,22.41,28.43,59.24
2013-03-25,210,0.01,33.17,22.63,27.9,64.62
2013-03-26,270,0.0,32.83,23.24,28.03,66.25
2013-03-27,170,0.0,34.08,23.04,28.56,63.15
2013-03-28,230,0.0,33.4,23.18,28.29,64.43
2013-03-29,270,0.0,33.88,22.26,28.07,62.87
2013-03-30,310,0.0,33.85,22.0,27.93,59.54
2013-03-31,230,0.06,33.65,22.85,28.25,62.56
2013-04-01,290,0.0,33.05,23.31,28.18,64.01
2013-04-02,110,0.01,33.13,23.61,28.37,64.16
2013-04-03,130,0.35,34.16,23.58,28.87,63.46
2013-04-04,150,0.0,33.32,23.08,28.2,63.23
2013-04-05,130,0.07,33.89,22.86,28.38,62.37
2013-04-06,130,0.07,33.15,22.47,27.81,64.8
2013-04-07,150,0.0,34.49,21.82,28.16,61.68
2013-04-08,150,0.0,36.38,21.76,29.07,55.38
2013-04-09,110,0.0,33.2,23.26,28.23,64.34
2013-04-10,150,0.0,33.12,23.38,28.25,65.31
2013-04-11,210,0.0,34.7,23.16,28.93,63.09
2013-04-12,190,0.0,35.26,23.08,29.17,62.3
2013-04-13,420,0.0,34.74,23.72,29.23,64.99
2013-04-14,250,0.0,34.18,23.44,28.81,66.28
2013-04-15,150,0.05,32.89,23.07,27.98,66.49
2013-04-16,150,0.01,33.38,22.36,27.87,62.62
2013-04-17,250,0.0,32.97,21.81,27.39,63.14
2013-04-18,270,0.0,32.16,21.56,26.86,63.53
2013-04-19,520,0.0,32.47,21.42,26.94,63.72
2013-04-20,440,0.0,32.44,21.22,26.83,65.34
2013-04-21,270,0.0,33.34,21.6,27.47,61.12
2013-04-22,290,0.0,33.98,21.78,27.88,62.53
2013-04-23,310,0.16,34.01,22.99,28.5,63.74
2013-04-24,620,4.16,33.25,23.65,28.45,66.1
2013-04-25,420,0.49,32.57,24.33,28.45,69.74
2013-04-26,390,0.93,32.16,24.54,28.35,72.8
2013-04-27,460,0.27,31.28,24.98,28.13,73.48
2013-04-28,620,0.88,30.68,24.62,27.65,75.06
2013-04-29,270,0.09,30.19,24.13,27.16,70.38
2013-04-30,520,0.0,35.7,24.18,29.94,63.54
2013-05-01,420,0.0,32.72,24.82,28.77,69.24
2013-05-02,420,0.29,32.61,24.77,28.69,70.71
2013-05-03,210,0.07,31.81,25.01,28.41,72.1
2013-05-04,150,0.01,33.58,24.18,28.88,66.93
2013-05-05,90,0.13,33.15,24.46,28.8,68.06
2013-05-06,110,0.02,32.86,24.54,28.7,69.18
2013-05-07,150,0.0,29.68,25.26,27.47,77.11
2013-05-08,170,5.46,30.83,24.41,27.62,73.58
2013-05-09,170,1.26,31.02,24.34,27.68,77.49
2013-05-10,190,0.53,29.75,24.29,27.02,78.25
2013-05-11,620,0.19,30.64,23.9,27.27,75.86
2013-05-12,460,0.89,28.72,24.46,26.59,78.22
2013-05-13,420,0.07,31.7,23.76,27.73,71.11
2013-05-14,420,0.0,31.24,23.76,27.5,69.28
2013-05-15,390,0.0,31.32,23.5,27.41,66.19
2013-05-16,370,0.0,32.24,23.48,27.86,65.97
2013-05-17,310,0.14,32.16,24.22,28.19,67.39
2013-05-18,270,6.38,30.4,24.68,27.54,75.83
2013-05-19,310,1.59,31.42,24.64,28.03,77.54
2013-05-20,170,25.68,31.43,24.47,27.95,78.86
2013-05-21,150,1.89,29.17,24.31,26.74,79.38
2013-05-22,310,0.16,30.5,24.36,27.43,77.55
2013-05-23,150,0.02,30.73,24.37,27.55,75.68
2013-05-24,150,0.0,30.71,24.47,27.59,76.54
2013-05-25,170,2.63,29.25,24.49,26.87,81.7
2013-05-26,190,9.38,28.04,24.82,26.43,84.88
2013-05-27,170,8.55,27.78,24.22,26.0,83.57
2013-05-28,190,4.49,28.24,23.82,26.03,80.27
2013-05-29,150,1.36,27.79,23.89,25.84,80.48
2013-05-30,210,36.94,28.51,23.31,25.91,84.91
2013-05-31,210,45.04,27.31,22.95,25.13,84.72
2013-06-01,390,12.25,25.76,23.02,24.39,88.62
2013-06-02,390,40.87,25.82,23.04,24.43,88.81
2013-06-03,190,6.53,26.68,23.32,25.0,87.57
2013-06-04,150,1.24,28.25,23.61,25.93,83.04
2013-06-05,110,20.69,28.06,23.28,25.67,83.77
2013-06-06,130,28.78,27.88,23.97,25.92,88.03
2013-06-07,170,37.49,25.7,22.4,24.05,88.56
2013-06-08,290,80.79,26.14,22.6,24.37,87.06
2013-06-09,150,28.61,25.76,22.76,24.26,86.31
2013-06-10,130,70.38,26.53,23.57,25.05,90.4
2013-06-11,150,47.92,26.64,24.01,25.33,90.29
2013-06-12,210,39.61,26.86,24.28,25.57,89.81
2013-06-13,330,28.51,26.4,23.72,25.06,89.85
2013-06-14,170,16.12,26.36,23.85,25.1,89.9
2013-06-15,150,36.49,26.88,24.58,25.73,89.13
2013-06-16,70,40.73,26.91,24.51,25.71,88.95
2013-06-17,70,109.36,26.42,23.6,25.01,92.17
2013-06-18,70,55.49,25.84,23.34,24.59,91.57
2013-06-19,90,60.53,25.85,23.4,24.62,91.94
2013-06-20,70,10.3,25.83,23.38,24.6,91.57
2013-06-21,70,30.96,26.28,23.64,24.96,92.32
2013-06-22,90,50.2,25.06,23.54,24.3,91.71
2013-06-23,110,36.61,25.68,23.92,24.8,92.03
2013-06-24,90,50.97,26.02,24.24,25.13,91.76
2013-06-25,90,37.64,25.96,24.54,25.25,92.42
2013-06-26,110,42.74,26.62,24.2,25.41,91.34
2013-06-27,210,30.1,26.26,23.94,25.1,92.08
2013-06-28,230,31.16,26.06,23.46,24.76,91.65
2013-06-29,270,12.3,26.14,23.22,24.68,90.2
2013-06-30,270,19.19,25.6,22.51,24.05,91.41
2013-07-01,310,59.16,24.56,22.3,23.43,90.15
2013-07-02,210,88.61,25.02,23.06,24.04,93.13
2013-07-03,310,65.2,25.16,23.68,24.42,93.42
2013-07-04,420,51.38,25.8,23.42,24.61,91.99
2013-07-05,620,23.86,26.2,23.3,24.75,90.57
2013-07-06,350,49.16,25.24,23.22,24.23,91.02
2013-07-07,520,50.2,25.08,22.98,24.03,92.44
2013-07-08,720,37.45,25.55,22.73,24.14,91.96
2013-07-09,820,21.39,25.58,22.86,24.22,92.44
2013-07-10,820,25.64,24.79,22.87,23.83,91.94
2013-07-11,820,17.42,24.72,22.44,23.58,91.26
2013-07-12,820,46.65,24.62,22.82,23.72,92.52
2013-07-13,820,38.87,25.72,22.96,24.34,92.23
2013-07-14,820,21.88,25.39,22.93,24.16,92.43
2013-07-15,820,23.06,25.98,22.99,24.49,92.2
2013-07-16,520,25.85,25.73,23.15,24.44,92.08
2013-07-17,350,13.46,25.22,23.04,24.13,92.7
2013-07-18,350,32.91,24.96,22.94,23.95,92.26
2013-07-19,370,55.83,24.54,22.81,23.67,94.3
2013-07-20,270,51.39,24.74,22.54,23.64,92.56
2013-07-21,210,50.8,24.5,22.26,23.38,93.59
2013-07-22,170,35.42,24.72,22.68,23.7,93.38
2013-07-23,270,34.26,24.53,22.53,23.53,93.27
2013-07-24,170,62.37,24.83,22.77,23.8,92.44
2013-07-25,190,55.16,25.06,22.76,23.91,93.32
2013-07-26,130,57.38,24.09,22.23,23.16,92.02
2013-07-27,210,71.58,25.23,22.33,23.78,92.7
2013-07-28,190,57.2,24.96,22.22,23.59,92.08
2013-07-29,210,13.7,25.4,22.34,23.87,91.03
2013-07-30,170,14.25,25.55,22.95,24.25,92.47
2013-07-31,130,23.23,24.96,23.12,24.04,93.12
2013-08-01,210,44.14,25.51,23.33,24.42,92.37
2013-08-02,330,15.01,25.05,22.67,23.86,92.42
2013-08-03,310,29.36,24.92,22.74,23.83,93.21
2013-08-04,520,38.35,25.28,22.7,23.99,92.79
2013-08-05,460,75.21,24.34,22.64,23.49,94.23
2013-08-06,620,42.11,24.7,22.34,23.52,93.06
2013-08-07,520,19.31,25.63,22.27,23.95,90.66
2013-08-08,420,15.51,25.54,22.18,23.86,90.92
2013-08-09,520,10.11,25.56,22.2,23.88,90.89
2013-08-10,560,11.95,25.72,22.42,24.07,90.96
2013-08-11,230,8.98,25.86,22.36,24.11,90.81
2013-08-12,270,12.3,25.62,22.44,24.03,90.81
2013-08-13,330,30.72,25.39,22.47,23.93,91.77
2013-08-14,720,10.9,25.3,22.26,23.78,90.26
2013-08-15,560,40.85,25.3,22.38,23.84,92.21
2013-08-16,720,55.51,25.18,22.4,23.79,92.97
2013-08-17,820,29.56,25.49,22.67,24.08,91.52
2013-08-18,820,29.25,25.55,22.59,24.07,91.9
2013-08-19,720,14.37,25.94,22.48,24.21,91.61
2013-08-20,660,26.54,25.76,22.74,24.25,90.9
2013-08-21,620,16.41,25.86,22.4,24.13,89.81
2013-08-22,820,16.46,25.96,22.36,24.16,89.77
2013-08-23,820,11.41,26.1,22.36,24.23,89.23
2013-08-24,820,19.81,26.04,22.4,24.22,89.71
2013-08-25,720,16.36,25.84,22.26,24.05,90.82
2013-08-26,660,6.27,26.47,21.99,24.23,89.49
2013-08-27,560,9.13,26.54,21.94,24.24,89.42
2013-08-28,820,8.58,26.3,22.16,24.23,90.35
2013-08-29,620,0.91,26.82,22.0,24.41,89.58
2013-08-30,330,0.05,27.86,22.14,25.0,87.48
2013-08-31,420,3.01,27.82,22.2,25.01,88.22
2013-09-01,250,6.41,28.24,22.52,25.38,88.1
2013-09-02,210,6.43,26.51,22.65,24.58,91.22
2013-09-03,210,4.81,26.14,21.68,23.91,88.78
2013-09-04,290,2.35,24.72,21.06,22.89,87.97
2013-09-05,520,5.25,25.94,21.26,23.6,87.32
2013-09-06,520,15.84,25.73,21.71,23.72,89.87
2013-09-07,820,16.25,25.17,21.98,23.58,89.33
2013-09-08,820,6.25,25.34,21.72,23.53,88.96
2013-09-09,330,13.53,25.59,21.43,23.51,87.25
2013-09-10,270,25.58,24.1,21.6,22.85,90.53
2013-09-11,210,6.41,24.78,21.76,23.27,91.37
2013-09-12,330,20.53,26.23,22.15,24.19,92.02
2013-09-13,270,5.12,26.12,22.78,24.45,92.75
2013-09-14,330,34.11,25.44,23.34,24.39,94.5
2013-09-15,460,8.0,26.34,22.94,24.64,91.02
2013-09-16,420,2.96,26.24,22.4,24.32,90.92
2013-09-17,310,44.3,25.68,22.64,24.16,93.35
2013-09-18,170,31.08,25.28,22.76,24.02,90.3
2013-09-19,330,20.18,25.45,22.81,24.13,90.42
2013-09-20,150,43.5,25.08,22.12,23.6,93.07
2013-09-21,150,9.03,26.32,22.04,24.18,91.57
2013-09-22,130,4.02,26.08,21.76,23.92,89.45
2013-09-23,150,8.85,25.79,21.59,23.69,87.96
2013-09-24,90,11.33,26.37,22.21,24.29,87.96
2013-09-25,90,5.22,26.86,22.4,24.63,88.14
2013-09-26,110,0.78,26.91,21.95,24.43,88.55
2013-09-27,130,0.83,27.04,22.0,24.52,88.29
2013-09-28,210,0.58,26.74,21.82,24.28,85.54
2013-09-29,170,9.01,26.44,21.94,24.19,86.82
2013-09-30,210,12.15,26.32,22.44,24.38,89.02
2013-10-01,210,7.58,26.46,22.08,24.27,89.25
2013-10-02,560,1.08,26.0,21.9,23.95,88.55
2013-10-03,620,0.92,26.0,21.86,23.93,86.17
2013-10-04,820,5.72,26.24,21.7,23.97,85.13
2013-10-05,820,46.46,25.42,21.72,23.57,89.64
2013-10-06,820,8.58,26.94,22.12,24.53,88.94
2013-10-07,820,0.76,28.13,22.03,25.08,86.25
2013-10-08,820,12.56,26.98,22.78,24.88,88.42
2013-10-09,820,3.04,26.12,22.8,24.46,89.05
2013-10-10,820,0.6,26.71,22.27,24.49,86.01
2013-10-11,820,0.89,26.72,21.67,24.19,84.35
2013-10-12,820,13.72,26.63,22.01,24.32,87.95
2013-10-13,820,8.97,26.82,22.52,24.67,88.21
2013-10-14,820,0.31,27.31,22.51,24.91,87.04
2013-10-15,720,0.26,28.22,22.62,25.42,86.08
2013-10-16,420,7.6,26.99,23.29,25.14,90.33
2013-10-17,820,1.34,29.0,22.28,25.64,86.32
2013-10-18,460,4.98,29.42,22.12,25.77,84.64
2013-10-19,420,14.33,28.94,21.92,25.43,86.26
2013-10-20,420,1.09,28.32,21.44,24.88,80.73
2013-10-21,370,1.29,28.76,21.48,25.12,81.84
2013-10-22,520,7.54,28.42,22.42,25.42,83.85
2013-10-23,270,5.06,28.64,22.58,25.61,83.18
2013-10-24,270,15.78,26.59,22.51,24.55,87.5
2013-10-25,210,7.77,26.7,23.18,24.94,89.85
2013-10-26,210,16.97,26.6,22.66,24.63,88.15
2013-10-27,170,2.15,26.78,22.1,24.44,85.79
2013-10-28,170,2.26,26.55,22.01,24.28,84.52
2013-10-29,170,0.42,27.42,22.36,24.89,85.16
2013-10-30,310,0.08,26.56,22.56,24.56,85.79
2013-10-31,370,0.0,28.87,22.21,25.54,79.03
2013-11-01,460,0.06,29.25,22.75,26.0,80.99
2013-11-02,820,26.24,29.49,23.08,26.29,81.01
2013-11-03,820,9.28,28.5,22.78,25.64,83.83
2013-11-04,460,0.17,28.49,22.63,25.56,80.32
2013-11-05,520,0.0,28.26,21.66,24.96,77.29
2013-11-06,820,0.0,29.48,21.48,25.48,77.09
2013-11-07,720,0.07,29.2,21.42,25.31,76.76
2013-11-08,820,0.0,29.36,20.4,24.88,75.09
2013-11-09,820,0.0,28.53,19.75,24.14,69.65
2013-11-10,520,0.0,28.24,19.22,23.73,73.93
2013-11-11,520,0.0,29.24,20.15,24.69,74.0
2013-11-12,460,0.01,28.66,20.62,24.64,78.52
2013-11-13,820,5.47,28.23,21.23,24.73,77.57
2013-11-14,720,0.37,28.24,20.42,24.33,78.43
2013-11-15,560,0.0,27.52,17.3,22.41,72.22
2013-11-16,720,0.06,29.26,18.44,23.85,76.63
2013-11-17,620,0.23,27.64,21.4,24.52,81.79
2013-11-18,820,0.09,28.55,21.49,25.02,77.12
2013-11-19,820,0.0,28.86,21.8,25.33,74.4
2013-11-20,350,0.0,30.02,19.78,24.9,73.8
2013-11-21,460,0.0,29.22,19.02,24.12,69.4
2013-11-22,560,0.0,29.35,19.72,24.53,72.51
2013-11-23,720,1.16,29.32,21.08,25.2,75.89
2013-11-24,820,0.07,27.73,22.53,25.13,81.45
2013-11-25,310,0.12,27.6,22.3,24.95,82.76
2013-11-26,370,13.71,28.91,22.17,25.54,81.8
2013-11-27,370,1.78,28.05,21.51,24.78,82.19
2013-11-28,370,0.0,26.61,20.61,23.61,72.03
2013-11-29,310,0.0,28.34,20.26,24.3,74.81
2013-11-30,250,0.09,28.22,21.0,24.61,81.54
