DATE,PRICE_INR,RAINFALL_MM,MAX_TEMP_C,MIN_TEMP_C,MEAN_TEMP_C,HUMIDITY_PERCENT
2011-04-16,330,1.64,29.74,23.5,26.62,78.31
2011-04-17,210,0.06,29.03,24.03,26.53,79.49
2011-04-18,150,0.59,30.18,23.74,26.96,78.08
2011-04-19,130,9.05,27.92,23.48,25.7,82.5
2011-04-20,170,16.24,28.76,23.46,26.11,79.36
2011-04-21,150,11.16,27.61,23.67,25.64,84.02
2011-04-22,270,2.31,30.1,23.56,26.83,78.56
2011-04-23,420,3.86,27.6,23.34,25.47,79.71
2011-04-24,270,0.32,28.38,23.33,25.85,82.43
2011-04-25,270,1.84,31.87,23.15,27.51,75.5
2011-04-26,270,1.14,31.5,23.68,27.59,76.27
2011-04-27,330,0.18,31.94,23.92,27.93,75.71
2011-04-28,210,0.66,29.64,23.66,26.65,79.75
2011-04-29,170,0.04,30.35,23.73,27.04,76.93
2011-04-30,270,0.07,30.33,24.25,27.29,78.23
2011-05-01,130,0.49,29.69,24.35,27.02,81.43
2011-05-02,130,0.42,30.3,24.36,27.33,79.3
2011-05-03,130,0.08,29.62,24.34,26.98,80.58
2011-05-04,150,0.0,30.64,23.9,27.27,77.58
2011-05-05,270,0.0,32.64,23.51,28.08,72.19
2011-05-06,170,0.0,31.84,23.36,27.6,70.54
2011-05-07,230,0.0,30.82,22.7,26.76,72.49
2011-05-08,230,0.0,30.73,22.55,26.64,71.65
2011-05-09,230,0.0,31.46,23.04,27.25,69.29
2011-05-10,250,0.02,31.3,23.52,27.41,70.37
2011-05-11,170,0.22,30.94,23.66,27.3,73.82
2011-05-12,170,0.03,30.98,23.72,27.35,72.28
2011-05-13,170,0.01,31.67,23.95,27.81,70.58
2011-05-14,170,0.76,31.15,23.69,27.42,70.2
2011-05-15,150,0.14,32.14,23.66,27.9,70.13
2011-05-16,210,0.19,33.31,24.25,28.78,68.17
2011-05-17,150,16.43,29.26,23.88,26.57,79.08
2011-05-18,150,2.0,32.6,23.16,27.88,69.68
2011-05-19,130,1.58,30.5,23.52,27.01,75.15
2011-05-20,190,0.04,30.39,23.17,26.78,74.5
2011-05-21,170,0.15,30.46,23.66,27.06,75.77
2011-05-22,290,0.07,30.72,24.06,27.39,75.02
2011-05-23,310,0.0,30.12,24.49,27.31,75.39
2011-05-24,250,0.13,29.92,24.74,27.33,80.06
2011-05-25,250,1.89,30.7,24.18,27.44,74.21
2011-05-26,270,3.1,30.12,24.28,27.2,79.57
2011-05-27,330,13.12,28.35,23.89,26.12,83.34
2011-05-28,310,4.08,29.58,23.84,26.71,78.18
2011-05-29,310,5.95,30.13,24.31,27.22,79.94
2011-05-30,130,11.15,27.67,23.3,25.49,82.9
2011-05-31,110,27.04,27.63,23.91,25.77,85.46
2011-06-01,90,8.9,27.9,23.02,25.46,87.59
2011-06-02,90,68.7,26.6,23.04,24.82,87.48
2011-06-03,110,26.22,27.38,23.33,25.35,85.28
2011-06-04,130,28.59,27.96,23.92,25.94,83.17
2011-06-05,150,43.53,28.56,24.34,26.45,84.72
2011-06-06,110,66.23,27.22,23.96,25.59,90.72
2011-06-07,90,33.83,26.94,23.52,25.23,84.92
2011-06-08,110,8.55,27.18,24.1,25.64,87.04
2011-06-09,110,30.18,27.85,24.55,26.2,87.22
2011-06-10,90,0.0,28.01,24.74,26.37,85.88
2011-06-11,90,0.0,28.14,24.48,26.31,85.25
2011-06-12,90,0.0,27.59,24.65,26.12,87.34
2011-06-13,90,30.18,27.63,24.83,26.23,87.84
2011-06-14,90,27.27,26.14,22.02,24.08,86.16
2011-06-15,130,45.33,25.38,22.42,23.9,90.06
2011-06-16,110,27.27,26.8,22.7,24.75,83.87
2011-06-17,110,15.92,26.9,23.14,25.02,84.37
2011-06-18,110,14.32,26.94,23.52,25.23,90.59
2011-06-19,150,2.74,27.44,23.26,25.35,86.61
2011-06-20,110,0.84,27.64,23.14,25.39,84.61
2011-06-21,90,10.18,27.48,23.2,25.34,84.73
2011-06-22,90,32.41,27.52,23.78,25.65,86.62
2011-06-23,90,24.25,27.65,23.74,25.69,86.79
2011-06-24,150,7.62,27.62,24.1,25.86,87.45
2011-06-25,130,36.63,27.28,24.3,25.79,88.76
2011-06-26,170,30.64,26.5,24.22,25.36,91.07
2011-06-27,90,36.92,26.24,23.14,24.69,89.96
2011-06-28,110,5.16,26.62,23.24,24.93,87.32
2011-06-29,130,36.86,27.48,23.6,25.54,87.68
2011-06-30,130,29.76,27.32,23.72,25.52,88.95
2011-07-01,90,47.55,26.3,23.0,24.65,90.47
2011-07-02,90,37.72,25.88,22.62,24.25,88.06
2011-07-03,170,34.02,25.76,22.82,24.29,88.91
2011-07-04,230,19.18,25.95,22.45,24.2,89.82
2011-07-05,230,29.16,26.12,22.0,24.06,85.1
2011-07-06,230,49.19,24.77,21.47,23.12,86.85
2011-07-07,420,23.78,25.52,21.5,23.51,89.64
2011-07-08,420,24.67,26.87,22.77,24.82,91.05
2011-07-09,420,13.63,25.01,21.61,23.31,88.39
2011-07-10,420,35.51,26.78,22.52,24.65,90.65
2011-07-11,310,22.61,26.71,23.59,25.15,91.12
2011-07-12,310,25.11,25.46,23.69,24.58,92.84
2011-07-13,420,58.8,24.63,22.33,23.48,90.39
2011-07-14,420,53.99,24.64,22.86,23.75,90.59
2011-07-15,420,78.72,25.22,23.18,24.2,92.63
2011-07-16,420,76.94,25.15,23.53,24.34,93.9
2011-07-17,420,78.05,25.18,23.48,24.33,94.25
2011-07-18,310,39.7,25.54,23.52,24.53,92.55
2011-07-19,420,25.3,25.54,23.54,24.54,92.02
2011-07-20,170,24.98,25.26,23.12,24.19,92.28
2011-07-21,130,29.88,25.12,22.76,23.94,91.49
2011-07-22,150,13.43,25.58,22.8,24.19,91.64
2011-07-23,130,17.0,25.61,23.51,24.56,92.19
2011-07-24,130,28.54,26.44,23.44,24.94,91.89
2011-07-25,150,57.81,25.82,23.58,24.7,92.82
2011-07-26,150,28.27,25.61,22.27,23.94,94.28
2011-07-27,170,5.16,25.7,22.56,24.13,92.88
2011-07-28,370,20.04,25.03,21.99,23.51,92.63
2011-07-29,370,22.09,24.88,22.28,23.58,91.09
2011-07-30,170,26.35,25.44,22.6,24.02,92.39
2011-07-31,170,13.18,25.34,22.38,23.86,92.11
2011-08-01,250,35.24,26.21,22.41,24.31,91.89
2011-08-02,210,83.43,25.77,22.97,24.37,92.62
2011-08-03,260,60.67,25.09,22.77,23.93,93.56
2011-08-04,250,28.67,25.62,22.7,24.16,92.9
2011-08-05,170,33.55,25.46,22.6,24.03,92.57
2011-08-06,170,54.62,25.36,22.86,24.11,93.51
2011-08-07,110,28.05,25.88,22.72,24.3,93.02
2011-08-08,110,7.12,25.6,22.48,24.04,92.48
2011-08-09,160,8.56,25.76,22.4,24.08,91.26
2011-08-10,250,15.75,26.22,22.68,24.45,91.67
2011-08-11,160,37.05,25.96,23.26,24.61,91.7
2011-08-12,170,22.86,25.77,23.43,24.6,91.99
2011-08-13,250,5.61,26.04,22.92,24.48,90.01
2011-08-14,370,9.03,26.33,22.77,24.55,90.04
2011-08-15,420,27.26,25.93,22.91,24.42,91.96
2011-08-16,420,52.29,24.85,22.44,23.65,92.7
2011-08-17,420,25.07,26.12,22.22,24.17,90.0
2011-08-18,420,63.1,24.88,22.66,23.77,92.49
2011-08-19,420,51.2,25.01,22.99,24.0,92.98
2011-08-20,420,51.92,24.78,22.44,23.61,94.48
2011-08-21,420,20.4,24.97,21.17,23.07,88.68
2011-08-22,420,23.55,25.6,21.3,23.45,86.0
2011-08-23,420,13.56,25.51,21.25,23.38,89.14
2011-08-24,420,11.16,25.4,21.74,23.57,92.34
2011-08-25,250,5.65,25.78,22.14,23.96,92.46
2011-08-26,250,6.82,24.94,22.52,23.73,91.61
2011-08-27,310,8.33,25.4,23.14,24.27,91.81
2011-08-28,290,11.05,26.08,23.32,24.7,90.33
2011-08-29,250,25.6,25.76,23.28,24.52,91.21
2011-08-30,390,36.61,25.31,22.69,24.0,91.29
2011-08-31,420,67.82,25.67,23.19,24.43,93.37
2011-09-01,420,43.63,25.22,23.54,24.38,94.81
2011-09-02,420,57.64,25.49,23.43,24.46,93.51
2011-09-03,420,26.58,25.24,22.98,24.11,93.31
2011-09-04,420,6.64,25.96,22.48,24.22,92.33
2011-09-05,420,4.67,26.25,22.57,24.41,91.49
2011-09-06,420,12.5,26.41,22.97,24.69,90.82
2011-09-07,210,12.86,25.99,23.21,24.6,91.68
2011-09-08,150,20.02,26.0,23.12,24.56,92.02
2011-09-09,210,13.65,26.06,23.12,24.59,91.95
2011-09-10,250,7.71,26.4,22.9,24.65,91.24
2011-09-11,230,17.57,26.86,23.1,24.98,89.48
2011-09-12,420,9.76,26.88,23.04,24.96,90.35
2011-09-13,420,28.63,25.77,22.63,24.2,90.34
2011-09-14,150,48.99,25.94,22.26,24.1,89.77
2011-09-15,110,51.12,26.16,22.82,24.49,91.9
2011-09-16,90,7.25,26.62,22.8,24.71,89.87
2011-09-17,110,4.6,26.42,22.78,24.6,88.78
2011-09-18,110,51.32,26.23,22.79,24.51,91.04
2011-09-19,110,7.16,26.08,22.5,24.29,90.03
2011-09-20,170,1.95,25.84,22.56,24.2,90.17
2011-09-21,150,8.35,25.81,21.73,23.77,88.86
2011-09-22,170,0.56,26.34,21.3,23.82,86.26
2011-09-23,110,0.33,26.56,21.0,23.78,85.52
2011-09-24,160,0.08,26.78,20.94,23.86,83.26
2011-09-25,110,0.0,27.32,21.12,24.22,82.52
2011-09-26,170,0.01,27.61,21.03,24.32,82.78
2011-09-27,110,0.0,27.57,21.15,24.36,84.24
2011-09-28,90,0.34,27.54,21.42,24.48,83.25
2011-09-29,250,0.11,27.85,22.01,24.93,85.35
2011-09-30,230,1.33,28.04,22.34,25.19,84.41
2011-10-01,420,1.95,27.83,22.6,25.21,84.75
2011-10-02,520,0.47,27.82,22.56,25.19,86.54
2011-10-03,520,0.02,28.4,21.3,24.85,84.38
2011-10-04,820,0.0,27.37,20.37,23.87,82.1
2011-10-05,820,0.0,27.89,20.07,23.98,80.48
2011-10-06,820,0.04,27.36,21.22,24.29,82.37
2011-10-07,720,0.0,28.26,21.9,25.08,83.68
2011-10-08,620,2.2,27.58,22.28,24.93,85.48
2011-10-09,420,2.46,26.59,22.81,24.7,88.35
2011-10-10,720,5.21,26.48,22.68,24.58,90.23
2011-10-11,520,36.21,26.8,22.74,24.77,87.16
2011-10-12,150,12.15,27.76,22.48,25.12,84.2
2011-10-13,150,5.45,27.56,22.78,25.17,85.93
2011-10-14,170,8.38,29.02,22.92,25.97,85.59
2011-10-15,210,1.84,27.83,22.88,25.35,87.97
2011-10-16,170,1.39,27.54,22.74,25.14,86.82
2011-10-17,210,2.03,27.94,22.34,25.14,86.69
2011-10-18,250,0.33,27.78,22.1,24.94,81.89
2011-10-19,310,1.93,28.04,22.46,25.25,82.97
2011-10-20,170,0.45,27.83,22.97,25.4,86.22
2011-10-21,210,0.13,28.4,23.18,25.79,83.72
2011-10-22,210,0.06,27.82,23.12,25.47,83.06
2011-10-23,350,26.17,28.12,22.44,25.28,82.76
2011-10-24,310,7.98,28.59,22.41,25.5,81.63
2011-10-25,350,18.96,28.44,22.04,25.24,81.94
2011-10-26,520,2.8,28.6,21.58,25.09,81.69
2011-10-27,520,7.74,28.42,21.78,25.1,83.5
2011-10-28,720,0.44,28.96,22.12,25.54,78.72
2011-10-29,720,10.59,28.78,22.12,25.45,78.13
2011-10-30,520,6.87,28.8,21.99,25.4,81.8
2011-10-31,620,12.7,29.04,22.2,25.62,80.0
2011-11-01,820,12.52,29.03,22.61,25.82,82.2
2011-11-02,620,29.92,28.2,22.54,25.37,84.64
2011-11-03,370,12.5,27.62,22.46,25.04,86.19
2011-11-04,370,0.55,27.28,23.01,25.14,84.96
2011-11-05,290,4.09,28.36,22.72,25.54,85.33
2011-11-06,290,0.79,27.84,22.1,24.97,86.86
2011-11-07,210,1.03,28.77,20.95,24.86,79.17
2011-11-08,170,0.0,28.93,19.37,24.15,70.04
2011-11-09,170,0.0,28.9,19.26,24.08,68.5
2011-11-10,270,0.0,28.32,19.96,24.14,66.37
2011-11-11,720,0.0,28.28,19.68,23.98,68.93
2011-11-12,310,0.0,28.56,19.58,24.07,70.63
2011-11-13,310,0.0,28.7,19.16,23.93,68.74
2011-11-14,250,0.0,28.86,19.42,24.14,71.31
2011-11-15,370,0.0,28.9,19.16,24.03,74.3
2011-11-16,250,0.0,28.44,18.46,23.45,73.31
2011-11-17,330,0.0,29.36,18.63,24.0,76.67
2011-11-18,420,0.0,29.33,19.74,24.53,75.1
2011-11-19,260,0.0,28.16,16.58,22.37,70.08
2011-11-20,250,0.0,27.83,16.27,22.05,71.73
2011-11-21,250,0.0,27.79,17.03,22.41,70.73
2011-11-22,520,0.0,27.84,17.32,22.58,69.45
2011-11-23,420,0.0,28.35,17.76,23.06,68.61
2011-11-24,520,0.0,29.23,19.79,24.51,76.09
2011-11-25,820,0.49,29.76,21.4,25.58,78.88
2011-11-26,820,0.85,28.24,22.58,25.41,77.54
2011-11-27,310,4.49,28.75,22.47,25.61,81.48
2011-11-28,420,1.17,25.97,23.03,24.5,88.38
2011-11-29,620,0.64,27.98,22.5,25.24,85.68
2011-11-30,720,0.01,29.37,21.87,25.62,82.44
2011-12-01,620,0.0,29.35,21.79,25.57,80.36
2011-12-02,820,0.0,28.78,21.92,25.35,82.46
2011-12-03,820,0.0,28.48,21.7,25.09,82.98
2011-12-04,820,0.0,29.08,19.99,24.54,75.29
2011-12-05,720,0.0,28.98,18.45,23.72,68.61
2011-12-06,620,0.0,29.32,18.22,23.77,69.67
2011-12-07,420,0.0,28.26,18.1,23.18,71.32
2011-12-08,820,0.0,27.62,17.88,22.75,73.77
2011-12-09,520,0.0,29.85,20.05,24.95,77.56
2011-12-10,420,0.0,29.75,22.03,25.89,75.35
2011-12-11,210,0.0,29.98,20.98,25.48,75.92
2011-12-12,210,0.0,28.96,20.46,24.71,73.54
2011-12-13,310,0.0,27.9,18.24,23.07,72.32
2011-12-14,520,0.0,27.94,17.68,22.81,70.6
2011-12-15,520,0.0,28.92,18.54,23.73,69.96
2011-12-16,820,0.0,28.38,18.3,23.34,66.81
2011-12-17,820,0.0,27.38,16.6,21.99,67.95
2011-12-18,820,0.0,27.58,15.76,21.67,68.83
2011-12-19,520,0.0,27.62,16.28,21.95,63.44
2011-12-20,250,0.0,27.82,16.12,21.97,70.14
2011-12-21,520,0.0,28.04,16.6,22.32,66.88
2011-12-22,310,0.0,26.64,17.42,22.03,63.71
2011-12-23,310,0.0,26.54,17.14,21.84,61.98
2011-12-24,620,0.0,27.82,15.92,21.87,64.08
2011-12-25,820,0.0,27.74,14.94,21.34,65.42
2011-12-26,520,0.0,28.03,15.33,21.68,61.48
2011-12-27,520,0.0,28.29,15.63,21.96,65.97
2011-12-28,720,0.0,27.78,15.6,21.69,67.35
2011-12-29,720,0.0,28.9,15.6,22.25,66.5
2011-12-30,820,0.0,29.8,19.86,24.83,74.18
2011-12-31,820,0.02,27.53,20.05,23.79,70.21
2012-01-01,250,0.0,28.35,20.19,24.27,75.7
2012-01-02,250,0.0,28.38,19.82,24.1,76.36
2012-01-03,170,0.0,28.91,20.39,24.65,80.5
2012-01-04,210,0.0,29.35,20.15,24.75,79.34
2012-01-05,420,0.0,29.82,20.0,24.91,76.15
2012-01-06,290,0.0,30.03,19.61,24.82,73.32
2012-01-07,310,0.0,29.92,18.34,24.13,70.88
2012-01-08,350,0.0,29.23,17.95,23.59,69.56
2012-01-09,250,0.0,28.48,17.16,22.82,64.41
2012-01-10,290,0.0,27.69,17.19,22.44,58.9
2012-01-11,820,0.0,29.28,17.36,23.32,63.78
2012-01-12,620,0.0,28.74,19.19,23.96,67.68
2012-01-13,820,0.0,29.14,19.5,24.32,68.04
2012-01-14,820,0.0,28.84,16.48,22.66,59.26
2012-01-15,820,0.0,28.1,14.66,21.38,54.15
2012-01-16,520,0.0,28.48,14.84,21.66,52.64
2012-01-17,720,0.0,29.15,15.28,22.22,56.03
2012-01-18,520,0.0,27.71,16.81,22.26,69.79
2012-01-19,660,0.0,27.42,17.72,22.57,72.04
2012-01-20,660,0.0,27.72,17.44,22.58,70.63
2012-01-21,620,0.0,28.73,17.49,23.11,66.74
2012-01-22,460,0.0,28.4,18.48,23.44,72.72
2012-01-23,370,0.0,29.1,18.42,23.76,65.78
2012-01-24,620,0.0,28.66,18.1,23.38,68.34
2012-01-25,660,0.0,28.51,17.84,23.17,66.02
2012-01-26,720,0.0,28.65,17.2,22.92,64.89
2012-01-27,820,0.0,28.93,16.97,22.95,65.81
2012-01-28,820,0.0,28.12,18.28,23.2,72.97
2012-01-29,720,0.0,27.52,18.76,23.14,73.55
2012-01-30,420,0.0,28.42,19.3,23.86,67.96
2012-01-31,250,0.0,29.46,17.62,23.54,57.39
2012-02-01,460,0.0,29.68,17.52,23.6,55.86
2012-02-02,420,0.0,29.62,18.4,24.01,57.12
2012-02-03,290,0.0,30.02,18.38,24.2,54.79
2012-02-04,460,0.0,29.74,18.69,24.21,65.01
2012-02-05,250,0.0,30.44,18.94,24.69,65.77
2012-02-06,210,0.0,30.3,19.27,24.79,67.36
2012-02-07,230,0.0,30.06,19.76,24.91,65.61
2012-02-08,350,0.0,30.38,19.94,25.16,63.14
2012-02-09,460,0.0,31.53,19.87,25.7,57.55
2012-02-10,460,0.04,31.0,20.16,25.58,61.29
2012-02-11,820,0.0,30.29,21.45,25.87,66.96
2012-02-12,420,0.0,30.32,21.3,25.81,66.06
2012-02-13,330,0.0,30.77,20.43,25.6,66.25
2012-02-14,330,0.0,30.34,19.94,25.14,66.99
2012-02-15,290,0.0,31.1,19.2,25.15,64.26
2012-02-16,420,0.0,30.68,18.74,24.71,59.12
2012-02-17,350,0.0,31.92,19.42,25.67,56.71
2012-02-18,660,0.0,32.45,20.01,26.23,57.93
2012-02-19,270,0.0,33.22,18.02,25.62,46.94
2012-02-20,270,0.0,33.71,18.69,26.2,52.72
2012-02-21,250,0.0,33.14,19.66,26.4,57.33
2012-02-22,230,0.0,33.71,19.99,26.85,54.57
2012-02-23,330,0.0,33.42,18.76,26.09,50.79
2012-02-24,370,0.0,33.18,18.88,26.03,53.06
2012-02-25,660,0.0,34.15,19.7,26.92,47.29
2012-02-26,420,0.0,34.52,19.14,26.83,44.83
2012-02-27,310,0.0,35.14,19.43,27.29,48.43
2012-02-28,250,0.0,32.56,19.7,26.13,63.77
2012-02-29,420,0.0,32.02,20.44,26.23,65.09
2012-03-01,270,0.0,34.02,19.1,26.56,55.55
2012-03-02,290,0.0,32.95,18.31,25.63,55.65
2012-03-03,290,0.0,30.37,18.11,24.24,65.87
2012-03-04,210,0.0,33.42,18.3,25.86,62.14
2012-03-05,150,0.0,34.14,19.74,26.94,64.43
2012-03-06,150,0.0,31.48,21.7,26.59,70.15
2012-03-07,150,0.0,31.89,20.69,26.29,65.62
2012-03-08,150,0.0,30.68,19.14,24.91,65.31
2012-03-09,250,0.0,31.39,18.63,25.01,58.48
2012-03-10,390,0.0,32.94,18.74,25.84,59.15
2012-03-11,230,0.0,32.46,20.08,26.27,63.31
2012-03-12,150,0.0,33.38,20.82,27.1,58.38
2012-03-13,170,0.0,35.61,22.29,28.95,57.05
2012-03-14,230,0.0,34.33,23.54,28.93,61.02
2012-03-15,230,0.0,33.92,23.08,28.5,65.5
2012-03-16,110,0.0,32.86,22.86,27.86,67.92
2012-03-17,110,0.0,34.78,22.52,28.65,60.38
2012-03-18,110,0.0,33.7,22.34,28.02,64.93
2012-03-19,110,0.0,32.72,22.68,27.7,66.51
2012-03-20,90,0.0,33.4,22.48,27.94,65.85
2012-03-21,150,0.0,32.8,22.64,27.72,68.35
2012-03-22,150,0.0,33.56,22.68,28.12,66.65
2012-03-23,230,0.0,34.02,22.7,28.36,66.61
2012-03-24,620,0.0,34.6,22.12,28.36,63.1
2012-03-25,110,0.0,34.14,22.3,28.22,64.0
2012-03-26,130,0.0,34.66,21.24,27.95,60.72
2012-03-27,170,0.0,34.48,21.06,27.77,59.76
2012-03-28,210,0.0,34.52,21.48,28.0,61.58
2012-03-29,190,0.0,33.69,22.53,28.11,64.14
2012-03-30,150,0.0,32.12,22.35,27.24,68.35
2012-03-31,210,0.0,34.4,22.02,28.21,62.7
2012-04-01,250,0.23,34.35,23.21,28.78,62.61
2012-04-02,130,0.01,33.52,23.14,28.33,66.2
2012-04-03,130,0.0,33.41,23.19,28.3,65.33
2012-04-04,150,0.09,34.01,23.23,28.62,64.71
2012-04-05,270,0.06,33.62,23.36,28.49,65.35
2012-04-06,290,1.78,32.85,23.32,28.09,67.8
2012-04-07,270,0.58,34.38,23.1,28.74,64.32
2012-04-08,150,0.01,34.5,23.35,28.92,62.9
2012-04-09,170,0.0,32.69,23.85,28.27,63.18
2012-04-10,150,6.19,33.09,23.19,28.14,65.09
2012-04-11,270,7.39,32.03,23.13,27.58,69.95
2012-04-12,230,3.07,31.4,23.34,27.37,72.47
2012-04-13,270,0.23,32.53,23.45,27.99,70.12
2012-04-14,420,0.02,33.34,23.9,28.62,68.01
2012-04-15,230,0.0,33.84,23.68,28.76,65.88
2012-04-16,190,0.05,33.02,23.76,28.39,67.85
2012-04-17,130,0.98,31.01,23.83,27.42,72.09
2012-04-18,230,8.93,29.86,23.6,26.73,79.5
2012-04-19,270,0.62,29.83,23.27,26.55,74.13
2012-04-20,170,17.55,32.36,23.62,27.99,72.98
2012-04-21,170,1.21,29.82,24.04,26.93,80.45
2012-04-22,170,0.0,31.1,23.98,27.54,77.8
2012-04-23,290,1.62,28.79,23.89,26.34,78.56
2012-04-24,440,1.44,31.96,22.88,27.42,70.37
2012-04-25,670,6.58,30.92,23.22,27.07,79.23
2012-04-26,460,9.13,29.35,23.23,26.29,80.1
2012-04-27,560,9.43,29.7,23.44,26.57,81.15
2012-04-28,640,2.15,29.98,23.18,26.58,75.77
2012-04-29,350,0.3,30.92,23.6,27.26,74.7
2012-04-30,210,0.09,30.9,23.38,27.14,71.34
2012-05-01,310,0.05,31.36,23.26,27.31,73.12
2012-05-02,350,0.01,31.02,23.54,27.28,73.9
2012-05-03,210,0.01,31.78,23.06,27.42,71.48
2012-05-04,290,0.0,30.74,22.76,26.75,71.16
2012-05-05,250,0.0,30.76,22.08,26.42,71.74
2012-05-06,420,0.0,30.6,22.12,26.36,73.06
2012-05-07,250,0.0,32.9,21.98,27.44,69.07
2012-05-08,170,0.14,32.17,22.99,27.58,71.67
2012-05-09,150,0.17,31.18,23.6,27.39,74.88
2012-05-10,150,0.3,29.66,24.1,26.88,77.53
2012-05-11,170,1.45,29.66,23.88,26.77,79.98
2012-05-12,110,1.91,27.08,24.28,25.68,85.45
2012-05-13,190,0.25,31.34,23.32,27.33,74.45
2012-05-14,210,0.22,31.32,23.68,27.5,74.28
2012-05-15,70,0.11,31.07,23.91,27.49,74.93
2012-05-16,45,0.14,31.6,24.1,27.85,72.72
2012-05-17,110,0.02,31.86,24.2,28.03,71.22
2012-05-18,130,0.0,33.46,24.16,28.81,69.04
2012-05-19,70,0.0,31.08,24.58,27.83,73.78
2012-05-20,70,0.0,32.68,23.9,28.29,69.86
2012-05-21,90,0.06,30.67,24.21,27.44,73.85
2012-05-22,130,0.01,30.56,24.24,27.4,73.19
2012-05-23,250,0.0,30.86,24.48,27.67,72.45
2012-05-24,130,0.0,31.44,24.24,27.84,71.7
2012-05-25,150,0.0,31.47,24.21,27.84,69.54
2012-05-26,230,0.85,32.22,24.38,28.3,68.57
2012-05-27,310,0.21,30.84,24.34,27.59,73.8
2012-05-28,350,0.0,31.72,24.3,28.01,70.1
2012-05-29,520,0.01,30.73,24.53,27.63,72.35
2012-05-30,820,0.0,30.2,24.44,27.32,73.59
2012-05-31,130,0.81,30.12,24.16,27.14,74.2
2012-06-01,150,0.16,31.38,23.96,27.67,72.72
2012-06-02,150,5.77,31.51,24.13,27.82,74.3
2012-06-03,170,10.4,29.74,24.52,27.13,80.34
2012-06-04,90,34.19,28.8,23.0,25.9,83.16
2012-06-05,70,30.91,27.88,23.56,25.72,83.01
2012-06-06,110,28.84,28.3,23.68,25.99,81.02
2012-06-07,110,11.78,27.77,23.09,25.43,78.84
2012-06-08,110,18.64,28.84,23.28,26.06,80.74
2012-06-09,110,8.71,28.33,23.85,26.09,85.48
2012-06-10,90,1.99,28.67,23.43,26.05,82.74
2012-06-11,90,28.12,28.12,23.84,25.98,84.4
2012-06-12,130,66.85,27.46,23.04,25.25,84.13
2012-06-13,210,18.14,28.0,22.84,25.42,78.6
2012-06-14,330,9.25,27.62,22.02,24.82,81.66
2012-06-15,110,3.34,28.76,22.53,25.65,84.47
2012-06-16,110,23.22,26.51,23.28,24.9,86.7
2012-06-17,90,95.43,25.09,23.03,24.06,90.56
2012-06-18,110,86.82,26.04,23.62,24.83,93.28
2012-06-19,110,34.98,25.96,23.86,24.91,92.09
2012-06-20,110,27.39,26.64,23.8,25.22,88.95
2012-06-21,150,23.2,26.99,23.19,25.09,88.36
2012-06-22,190,11.18,26.6,23.1,24.85,88.73
2012-06-23,2909,12.22,27.08,23.38,25.23,88.0
2012-06-24,150,33.47,27.33,23.41,25.37,87.46
2012-06-25,190,8.82,27.52,23.54,25.53,88.56
2012-06-26,170,32.52,26.74,22.7,24.72,87.3
2012-06-27,270,26.11,25.78,22.34,24.06,87.52
2012-06-28,350,33.73,25.82,22.08,23.95,87.15
2012-06-29,210,62.0,25.24,22.46,23.85,90.17
2012-06-30,250,18.8,25.18,22.1,23.64,90.12
2012-07-01,150,52.39,25.02,22.5,23.76,90.46
2012-07-02,150,60.17,25.23,23.59,24.41,93.3
2012-07-03,90,17.42,25.99,23.04,24.51,91.4
2012-07-04,90,11.67,26.24,22.28,24.26,88.85
2012-07-05,90,4.04,27.02,22.68,24.85,89.37
2012-07-06,90,5.68,26.97,23.31,25.14,88.82
2012-07-07,90,17.76,26.65,23.38,25.01,89.74
2012-07-08,110,22.44,27.34,23.5,25.42,89.49
2012-07-09,90,45.1,26.76,24.02,25.39,91.75
2012-07-10,130,44.9,26.02,22.2,24.11,90.86
2012-07-11,330,19.6,25.52,22.52,24.02,91.54
2012-07-12,330,16.52,25.52,22.84,24.18,90.5
2012-07-13,210,12.56,27.01,22.81,24.91,88.92
2012-07-14,420,18.29,25.9,23.34,24.62,90.47
2012-07-15,520,27.13,26.24,23.34,24.79,89.56
2012-07-16,520,12.36,26.58,22.7,24.64,89.14
2012-07-17,330,12.8,25.99,22.37,24.18,88.01
2012-07-18,350,11.46,25.58,22.42,24.0,90.07
2012-07-19,620,7.17,26.44,23.16,24.8,90.02
2012-07-20,310,10.98,25.78,23.78,24.78,91.34
2012-07-21,420,28.98,25.75,23.67,24.71,91.04
2012-07-22,460,22.69,25.86,23.5,24.68,91.49
2012-07-23,290,21.94,26.04,23.24,24.64,90.85
2012-07-24,170,13.17,26.43,22.89,24.66,90.09
2012-07-25,230,19.01,26.53,23.37,24.95,91.3
2012-07-26,290,22.51,25.94,23.46,24.7,91.63
2012-07-27,230,8.32,25.83,23.01,24.42,91.8
2012-07-28,210,11.61,26.06,23.04,24.55,90.83
2012-07-29,130,5.44,26.35,22.97,24.66,89.35
2012-07-30,150,4.36,26.28,22.86,24.57,88.77
2012-07-31,130,14.01,26.51,22.74,24.62,87.21
2012-08-01,110,5.83,26.63,22.65,24.64,86.41
2012-08-02,190,9.48,26.58,22.74,24.66,87.64
2012-08-03,130,16.55,26.04,23.02,24.53,89.76
2012-08-04,70,7.68,25.36,22.78,24.07,91.27
2012-08-05,90,22.17,25.8,22.7,24.25,90.93
2012-08-06,70,41.25,25.72,22.62,24.17,90.38
2012-08-07,70,47.25,25.44,23.06,24.25,90.35
